WETLAND,TRANSECT,SPECIES,STAGE,SEX,COUNT,MONTH,DAY,YEAR 
T03,A,AMMA,L,U,3,7,4,2012
T03,A,FROTAD,L,U,2,7,4,2012
T09,A,RAPI,A,U,5,7,4,2012
T09,A,FROTAD,L,U,7,7,4,2012
T09,A,RAPI,YOY,U,43,7,4,2012
P01,A,AMMA,N,F,2,8,1,2012
P01,A,AMMA,N,M,1,8,1,2012
P02,A,AMMA,N,F,3,8,1,2012
P03,A,RAPI,A,U,1,8,1,2012
P04,A,AMMA,L,F,1,8,1,2012
P04,A,AMMA,N,F,4,8,1,2012
P04,A,AMMA,L,M,1,8,1,2012
P04,A,AMMA,N,M,2,8,1,2012
P06,A,AMMA,L,F,2,8,1,2012
P06,A,AMMA,N,F,6,8,1,2012
P06,A,AMMA,N,M,3,8,1,2012
P07,A,AMMA,N,F,1,8,1,2012
P08,A,NONE,NA,NA,0,8,1,2012
P11,A,AMMA,N,F,1,8,1,2012
T01,A,AMMA,L,F,1,8,1,2012
T01,A,AMMA,N,F,2,8,1,2012
T01,A,AMMA,N,M,1,8,1,2012
T09,A,RAPI,A,U,1,8,1,2012
T09,A,RAPI,YOY,U,1,8,1,2012
P01,A,AMMA,L,F,2,8,2,2012
P01,A,AMMA,N,F,2,8,2,2012
P02,A,NONE,NA,NA,0,8,2,2012
P03,A,NONE,NA,NA,0,8,2,2012
P04,A,AMMA,A,F,1,8,2,2012
P04,A,AMMA,N,F,2,8,2,2012
P06,A,AMMA,L,F,2,8,2,2012
P06,A,AMMA,N,F,3,8,2,2012
P06,A,AMMA,L,M,2,8,2,2012
P06,A,AMMA,N,M,2,8,2,2012
P07,A,AMMA,N,F,2,8,2,2012
P08,A,AMMA,A,M,1,8,2,2012
P08,A,RAPI,A,U,1,8,2,2012
P11,A,AMMA,N,F,2,8,2,2012
T01,A,AMMA,L,F,5,8,2,2012
T01,A,AMMA,N,F,6,8,2,2012
T01,A,AMMA,N,M,2,8,2,2012
T09,A,RAPI,YOY,U,5,8,2,2012
P01,A,AMMA,A,F,1,8,3,2012
P01,A,AMMA,N,F,1,8,3,2012
P01,A,AMMA,N,M,2,8,3,2012
P02,A,AMMA,N,F,4,8,3,2012
P02,A,AMMA,L,M,1,8,3,2012
P02,A,AMMA,N,M,2,8,3,2012
P03,A,NONE,NA,NA,0,8,3,2012
P04,A,AMMA,L,F,1,8,3,2012
P04,A,AMMA,N,F,16,8,3,2012
P04,A,AMMA,N,M,4,8,3,2012
P06,A,AMMA,L,F,2,8,3,2012
P06,A,AMMA,N,F,6,8,3,2012
P06,A,AMMA,L,M,1,8,3,2012
P06,A,AMMA,N,M,2,8,3,2012
P07,A,AMMA,A,F,1,8,3,2012
P07,A,AMMA,N,M,2,8,3,2012
P08,A,NONE,NA,NA,0,8,3,2012
P11,A,NONE,NA,NA,0,8,3,2012
T01,A,AMMA,N,F,7,8,3,2012
T01,A,AMMA,L,M,1,8,3,2012
T09,A,RAPI,A,U,1,8,3,2012
T09,A,FROTAD,L,U,1,8,3,2012
P01,A,AMMA,L,F,2,8,4,2012
P01,A,AMMA,N,F,1,8,4,2012
P01,A,AMMA,N,M,2,8,4,2012
P02,A,AMMA,N,F,1,8,4,2012
P02,A,AMMA,N,M,1,8,4,2012
P03,A,RAPI,YOY,U,1,8,4,2012
P04,A,AMMA,N,M,2,8,4,2012
P04,A,RAPI,A,U,1,8,4,2012
P06,A,AMMA,N,F,2,8,4,2012
P06,A,AMMA,L,M,1,8,4,2012
P06,A,AMMA,N,M,3,8,4,2012
P06,A,RAPI,A,U,1,8,4,2012
P07,A,NONE,NA,NA,0,8,4,2012
P08,A,NONE,NA,NA,0,8,4,2012
P11,A,AMMA,N,M,1,8,4,2012
T01,A,AMMA,L,F,3,8,4,2012
T01,A,AMMA,N,F,12,8,4,2012
T01,A,AMMA,L,M,1,8,4,2012
T01,A,AMMA,N,M,7,8,4,2012
T09,A,RAPI,YOY,U,4,8,4,2012
P01,A,NONE,NA,NA,0,9,1,2012
P02,A,NONE,NA,NA,0,9,1,2012
P04,A,AMMA,L,F,2,9,1,2012
P06,A,AMMA,L,F,1,9,1,2012
P06,A,AMMA,L,M,2,9,1,2012
P07,A,RAPI,A,U,3,9,1,2012
P07,A,RAPI,YOY,U,2,9,1,2012
P08,A,NONE,NA,NA,0,9,1,2012
P11,A,AMMA,L,F,3,9,1,2012
T01,A,AMMA,L,F,3,9,1,2012
T01,A,AMMA,L,M,6,9,1,2012
T01,A,RAPI,YOY,U,1,9,1,2012
P01,A,NONE,NA,NA,0,9,2,2012
P02,A,NONE,NA,NA,0,9,2,2012
P04,A,NONE,NA,NA,0,9,2,2012
P06,A,AMMA,L,F,2,9,2,2012
P06,A,AMMA,L,M,4,9,2,2012
P07,A,RAPI,A,U,4,9,2,2012
P07,A,RAPI,YOY,U,3,9,2,2012
P08,A,NONE,NA,NA,0,9,2,2012
P11,A,NONE,NA,NA,0,9,2,2012
T01,A,AMMA,L,F,4,9,2,2012
T01,A,AMMA,L,M,1,9,2,2012
T01,A,RAPI,A,U,1,9,2,2012
T01,A,RAPI,YOY,U,1,9,2,2012
P01,A,RAPI,A,U,4,9,3,2012
P02,A,NONE,NA,NA,0,9,3,2012
P04,A,NONE,NA,NA,0,9,3,2012
P06,A,AMMA,L,F,2,9,3,2012
P06,A,AMMA,L,M,3,9,3,2012
P07,A,RAPI,A,U,1,9,3,2012
P08,A,NONE,NA,NA,0,9,3,2012
P11,A,NONE,NA,NA,0,9,3,2012
T01,A,AMMA,L,F,2,9,3,2012
T01,A,RAPI,A,U,1,9,3,2012
T01,A,RAPI,YOY,U,1,9,3,2012
P01,A,RAPI,A,U,4,9,4,2012
P02,A,NONE,NA,NA,0,9,4,2012
P04,A,NONE,NA,NA,0,9,4,2012
P06,A,AMMA,L,M,1,9,4,2012
P06,A,RAPI,A,U,1,9,4,2012
P06,A,RAPI,YOY,U,1,9,4,2012
P07,A,RAPI,A,U,4,9,4,2012
P07,A,RAPI,YOY,U,1,9,4,2012
P08,A,NONE,NA,NA,0,9,4,2012
P11,A,RAPI,YOY,U,1,9,4,2012
T01,A,AMMA,L,F,1,9,4,2012
T01,A,RAPI,A,U,1,9,4,2012
T01,A,RAPI,YOY,U,1,9,4,2012
P01,A,AMMA,A,M,2,5,1,2013
P02,A,AMMA,N,F,1,5,1,2013
P03,A,NONE,NA,NA,0,5,1,2013
P04,A,AMMA,A,F,3,5,1,2013
P04,A,AMMA,N,F,1,5,1,2013
P04,A,AMMA,A,M,5,5,1,2013
P04,A,AMMA,N,M,18,5,1,2013
P06,A,NONE,NA,NA,0,5,1,2013
P07,A,NONE,NA,NA,0,5,1,2013
P08,A,NONE,NA,NA,0,5,1,2013
P11,A,AMMA,A,M,2,5,1,2013
P11,A,AMMA,N,M,4,5,1,2013
P11,A,RAPI,A,U,1,5,1,2013
T01,A,AMMA,A,F,3,5,1,2013
T01,A,AMMA,A,M,43,5,1,2013
T03,A,RAPI,A,U,1,5,1,2013
T05,A,NONE,NA,NA,0,5,1,2013
T06,A,NONE,NA,NA,0,5,1,2013
T07,A,NONE,NA,NA,0,5,1,2013
T08,A,RAPI,A,U,1,5,1,2013
P01,A,NONE,NA,NA,0,5,2,2013
P02,A,NONE,NA,NA,0,5,2,2013
P03,A,RAPI,A,U,1,5,2,2013
P04,A,NONE,NA,NA,0,5,2,2013
P06,A,NONE,NA,NA,0,5,2,2013
P07,A,NONE,NA,NA,0,5,2,2013
P08,A,NONE,NA,NA,0,5,2,2013
P11,A,NONE,NA,NA,0,5,2,2013
T01,A,AMMA,A,F,1,5,2,2013
T02,A,RAPI,A,U,1,5,2,2013
T03,A,NONE,NA,NA,0,5,2,2013
T05,A,NONE,NA,NA,0,5,2,2013
T06,A,NONE,NA,NA,0,5,2,2013
T07,A,NONE,NA,NA,0,5,2,2013
T08,A,NONE,NA,NA,0,5,2,2013
P01,A,NONE,NA,NA,0,5,3,2013
P02,A,NONE,NA,NA,0,5,3,2013
P03,A,AMMA,A,M,1,5,3,2013
P04,A,AMMA,A,F,3,5,3,2013
P04,A,AMMA,A,M,3,5,3,2013
P04,A,AMMA,N,M,17,5,3,2013
P06,A,NONE,NA,NA,0,5,3,2013
P07,A,NONE,NA,NA,0,5,3,2013
P08,A,NONE,NA,NA,0,5,3,2013
P11,A,NONE,NA,NA,0,5,3,2013
T01,A,AMMA,A,F,3,5,3,2013
T01,A,RAPI,A,U,1,5,3,2013
T02,A,NONE,NA,NA,0,5,3,2013
T03,A,NONE,NA,NA,0,5,3,2013
T05,A,NONE,NA,NA,0,5,3,2013
T06,A,NONE,NA,NA,0,5,3,2013
T07,A,NONE,NA,NA,0,5,3,2013
T08,A,RAPI,A,U,1,5,3,2013
P01,A,AMMA,A,M,2,5,4,2013
P02,A,NONE,NA,NA,0,5,4,2013
P03,A,AMMA,A,M,2,5,4,2013
P03,A,RAPI,A,U,1,5,4,2013
P04,A,AMMA,A,F,1,5,4,2013
P04,A,AMMA,A,M,3,5,4,2013
P06,A,NONE,NA,NA,0,5,4,2013
P07,A,NONE,NA,NA,0,5,4,2013
P08,A,NONE,NA,NA,0,5,4,2013
P11,A,AMMA,N,F,1,5,4,2013
T01,A,AMMA,A,F,2,5,4,2013
T01,A,AMMA,A,M,7,5,4,2013
T03,A,NONE,NA,NA,0,5,4,2013
T05,A,NONE,NA,NA,0,5,4,2013
T06,A,RAPI,A,U,1,5,4,2013
T07,A,NONE,NA,NA,0,5,4,2013
T08,A,NONE,NA,NA,0,5,4,2013
T09,A,RAPI,A,U,1,5,4,2013
P01,A,AMMA,A,M,1,6,1,2013
P01,A,AMMA,L,U,20,6,1,2013
P02,A,NONE,NA,NA,0,6,1,2013
P03,A,NONE,NA,NA,0,6,1,2013
P04,A,RAPI,A,U,1,6,1,2013
P06,A,AMMA,A,F,3,6,1,2013
P06,A,RAPI,A,U,1,6,1,2013
P07,A,NONE,NA,NA,0,6,1,2013
P08,A,AMMA,A,M,2,6,1,2013
P11,A,AMMA,N,F,4,6,1,2013
P11,A,AMMA,N,M,2,6,1,2013
P11,A,RAPI,A,U,1,6,1,2013
P11,A,FROTAD,L,U,1,6,1,2013
T01,A,AMMA,A,F,1,6,1,2013
T02,A,RAPI,A,U,1,6,1,2013
T03,A,FROTAD,L,U,1,6,1,2013
T04,A,RAPI,A,U,3,6,1,2013
T05,A,RAPI,A,U,5,6,1,2013
T06,A,RAPI,A,U,1,6,1,2013
T07,A,FROTAD,L,U,196,6,1,2013
T08,A,NONE,NA,NA,0,6,1,2013
P01,A,AMMA,L,U,23,6,2,2013
P02,A,AMMA,L,U,2,6,2,2013
P03,A,AMMA,A,M,2,6,2,2013
P04,A,RAPI,A,U,1,6,2,2013
P06,A,AMMA,A,F,1,6,2,2013
P07,A,AMMA,L,U,6,6,2,2013
P08,A,AMMA,A,F,1,6,2,2013
P08,A,FROTAD,L,U,1,6,2,2013
P11,A,AMMA,N,F,2,6,2,2013
P11,A,AMMA,N,M,1,6,2,2013
P11,A,FROTAD,L,U,1,6,2,2013
T01,A,AMMA,A,F,1,6,2,2013
T01,A,AMMA,L,U,2,6,2,2013
T02,A,RAPI,A,U,1,6,2,2013
T03,A,FROTAD,L,U,1,6,2,2013
T04,A,RAPI,A,U,5,6,2,2013
T05,A,RAPI,A,U,2,6,2,2013
T06,A,RAPI,A,U,2,6,2,2013
T07,A,FROTAD,L,U,81,6,2,2013
T08,A,AMMA,A,F,3,6,2,2013
T08,A,RAPI,A,U,1,6,2,2013
P01,A,AMMA,L,U,6,6,3,2013
P02,A,AMMA,L,U,2,6,3,2013
P03,A,FROTAD,L,U,1,6,3,2013
P04,A,RAPI,A,U,1,6,3,2013
P06,A,AMMA,A,F,1,6,3,2013
P07,A,AMMA,L,U,2,6,3,2013
P08,A,AMMA,A,F,1,6,3,2013
P08,A,AMMA,A,M,2,6,3,2013
P08,A,FROTAD,L,U,9,6,3,2013
P11,A,FROTAD,L,U,4,6,3,2013
T01,A,AMMA,A,F,3,6,3,2013
T01,A,RAPI,A,U,1,6,3,2013
T02,A,FROTAD,L,U,6,6,3,2013
T03,A,FROTAD,L,U,12,6,3,2013
T04,A,RAPI,A,U,1,6,3,2013
T05,A,RAPI,A,U,1,6,3,2013
T06,A,NONE,NA,NA,0,6,3,2013
T07,A,FROTAD,L,U,104,6,3,2013
T08,A,NONE,NA,NA,0,6,3,2013
P01,A,AMMA,A,F,1,6,4,2013
P01,A,AMMA,L,U,4,6,4,2013
P02,A,AMMA,A,M,1,6,4,2013
P02,A,AMMA,L,U,1,6,4,2013
P03,A,FROTAD,L,U,8,6,4,2013
P04,A,AMMA,A,F,1,6,4,2013
P04,A,AMMA,L,U,1,6,4,2013
P06,A,AMMA,L,U,10,6,4,2013
P07,A,AMMA,L,U,1,6,4,2013
P08,A,AMMA,A,F,1,6,4,2013
P08,A,FROTAD,L,U,15,6,4,2013
P11,A,FROTAD,L,U,4,6,4,2013
T01,A,AMMA,A,F,1,6,4,2013
T01,A,AMMA,L,U,3,6,4,2013
T01,A,FROTAD,L,U,2,6,4,2013
T02,A,FROTAD,L,U,13,6,4,2013
T03,A,FROTAD,L,U,1,6,4,2013
T04,A,NONE,NA,NA,0,6,4,2013
T05,A,AMMA,A,F,1,6,4,2013
T06,A,NONE,NA,NA,0,6,4,2013
T07,A,RAPI,A,U,1,6,4,2013
T07,A,FROTAD,L,U,66,6,4,2013
T08,A,AMMA,A,F,1,6,4,2013
P01,A,AMMA,L,U,100,7,1,2013
P02,A,AMMA,N,M,1,7,1,2013
P02,A,AMMA,L,U,25,7,1,2013
P03,A,FROTAD,L,U,123,7,1,2013
P04,A,AMMA,A,M,1,7,1,2013
P04,A,AMMA,L,U,16,7,1,2013
P06,A,AMMA,L,U,88,7,1,2013
P07,A,RAPI,A,U,1,7,1,2013
P07,A,AMMA,L,U,4,7,1,2013
P08,A,AMMA,A,M,1,7,1,2013
P08,A,RAPI,A,U,1,7,1,2013
P08,A,AMMA,L,U,1,7,1,2013
P08,A,FROTAD,L,U,13,7,1,2013
P11,A,AMMA,N,M,1,7,1,2013
P11,A,AMMA,L,U,10,7,1,2013
P11,A,FROTAD,L,U,20,7,1,2013
T01,A,AMMA,L,U,61,7,1,2013
T01,A,FROTAD,L,U,1,7,1,2013
T02,A,RAPI,A,U,1,7,1,2013
T06,A,RAPI,A,U,2,7,1,2013
T06,A,FROTAD,L,U,14,7,1,2013
T07,A,FROTAD,L,U,1,7,1,2013
T08,A,AMMA,A,F,1,7,1,2013
T08,A,RAPI,A,U,1,7,1,2013
T08,A,FROTAD,L,U,1,7,1,2013
P01,A,AMMA,L,U,47,7,2,2013
P02,A,AMMA,N,F,2,7,2,2013
P02,A,AMMA,N,M,4,7,2,2013
P02,A,AMMA,L,U,54,7,2,2013
P03,A,AMMA,L,U,1,7,2,2013
P03,A,FROTAD,L,U,78,7,2,2013
P04,A,AMMA,A,F,1,7,2,2013
P04,A,AMMA,N,F,1,7,2,2013
P04,A,AMMA,A,M,1,7,2,2013
P04,A,AMMA,N,M,5,7,2,2013
P04,A,AMMA,L,U,29,7,2,2013
P06,A,AMMA,L,U,246,7,2,2013
P07,A,AMMA,L,U,21,7,2,2013
P08,A,AMMA,L,U,8,7,2,2013
P08,A,FROTAD,L,U,10,7,2,2013
P11,A,RAPI,A,U,3,7,2,2013
P11,A,AMMA,L,U,20,7,2,2013
P11,A,FROTAD,L,U,76,7,2,2013
T01,A,RAPI,A,U,1,7,2,2013
T01,A,AMMA,L,U,79,7,2,2013
T01,A,FROTAD,L,U,1,7,2,2013
T02,A,RAPI,A,U,3,7,2,2013
T06,A,FROTAD,L,U,5,7,2,2013
T07,A,FROTAD,L,U,2,7,2,2013
T08,A,RAPI,A,U,3,7,2,2013
P01,A,AMMA,L,U,62,7,3,2013
P02,A,AMMA,N,F,3,7,3,2013
P02,A,AMMA,A,M,1,7,3,2013
P02,A,AMMA,L,U,55,7,3,2013
P03,A,RAPI,A,U,1,7,3,2013
P03,A,FROTAD,L,U,70,7,3,2013
P04,A,AMMA,N,F,1,7,3,2013
P04,A,AMMA,L,U,26,7,3,2013
P06,A,AMMA,L,U,168,7,3,2013
P07,A,RAPI,A,U,1,7,3,2013
P07,A,AMMA,L,U,8,7,3,2013
P08,A,RAPI,A,U,1,7,3,2013
P08,A,AMMA,L,U,7,7,3,2013
P08,A,FROTAD,L,U,7,7,3,2013
P11,A,AMMA,N,F,1,7,3,2013
P11,A,AMMA,N,M,1,7,3,2013
P11,A,AMMA,L,U,15,7,3,2013
P11,A,FROTAD,L,U,22,7,3,2013
T01,A,AMMA,L,U,83,7,3,2013
T01,A,FROTAD,L,U,2,7,3,2013
T02,A,RAPI,A,U,2,7,3,2013
T06,A,FROTAD,L,U,3,7,3,2013
T07,A,FROTAD,L,U,8,7,3,2013
T08,A,RAPI,A,U,3,7,3,2013
P01,A,AMMA,L,U,77,7,4,2013
P02,A,AMMA,L,U,18,7,4,2013
P03,A,AMMA,A,F,1,7,4,2013
P03,A,AMMA,A,M,1,7,4,2013
P03,A,FROTAD,L,U,99,7,4,2013
P04,A,AMMA,N,F,1,7,4,2013
P04,A,AMMA,N,M,1,7,4,2013
P04,A,AMMA,L,U,20,7,4,2013
P06,A,AMMA,L,U,147,7,4,2013
P07,A,AMMA,L,U,10,7,4,2013
P08,A,RAPI,A,U,1,7,4,2013
P08,A,AMMA,L,U,2,7,4,2013
P08,A,AMMA,L,U,3,7,4,2013
P08,A,FROTAD,L,U,10,7,4,2013
P11,A,AMMA,N,F,1,7,4,2013
P11,A,AMMA,L,U,19,7,4,2013
P11,A,FROTAD,L,U,39,7,4,2013
T01,A,AMMA,L,U,48,7,4,2013
T02,A,RASY,A,U,1,7,4,2013
T06,A,FROTAD,L,U,9,7,4,2013
T07,A,FROTAD,L,U,15,7,4,2013
T08,A,RAPI,A,U,2,7,4,2013
P01,A,AMMA,L,U,28,8,1,2013
P02,A,AMMA,L,U,27,8,1,2013
P03,A,RAPI,A,U,1,8,1,2013
P03,A,AMMA,L,U,2,8,1,2013
P04,A,AMMA,L,U,56,8,1,2013
P06,A,AMMA,L,U,16,8,1,2013
P07,A,AMMA,L,U,27,8,1,2013
P08,A,AMMA,L,U,1,8,1,2013
P11,A,AMMA,L,U,26,8,1,2013
T01,A,AMMA,L,U,48,8,1,2013
P01,A,AMMA,L,U,15,8,2,2013
P01,A,FROTAD,L,U,2,8,2,2013
P02,A,AMMA,L,U,23,8,2,2013
P03,A,NONE,NA,NA,0,8,2,2013
P04,A,AMMA,N,F,1,8,2,2013
P04,A,AMMA,L,U,61,8,2,2013
P04,A,FROTAD,L,U,1,8,2,2013
P06,A,AMMA,L,U,32,8,2,2013
P07,A,RAPI,A,U,2,8,2,2013
P07,A,AMMA,L,U,16,8,2,2013
P08,A,NONE,NA,NA,0,8,2,2013
P11,A,AMMA,N,M,1,8,2,2013
P11,A,RAPI,A,U,1,8,2,2013
P11,A,AMMA,L,U,35,8,2,2013
T01,A,RAPI,A,U,1,8,2,2013
T01,A,AMMA,L,U,27,8,2,2013
P01,A,RAPI,A,U,1,8,3,2013
P01,A,AMMA,L,U,16,8,3,2013
P02,A,AMMA,L,U,67,8,3,2013
P03,A,NONE,NA,NA,0,8,3,2013
P04,A,AMMA,L,U,88,8,3,2013
P04,A,FROTAD,L,U,1,8,3,2013
P06,A,RAPI,A,U,1,8,3,2013
P06,A,AMMA,L,U,27,8,3,2013
P07,A,RAPI,A,U,1,8,3,2013
P07,A,AMMA,L,U,10,8,3,2013
P08,A,NONE,NA,NA,0,8,3,2013
P11,A,AMMA,N,F,2,8,3,2013
P11,A,RAPI,A,U,1,8,3,2013
P11,A,AMMA,L,U,42,8,3,2013
T01,A,RAPI,A,U,1,8,3,2013
T01,A,AMMA,L,U,23,8,3,2013
P01,A,RAPI,A,U,1,8,4,2013
P01,A,AMMA,L,U,89,8,4,2013
P01,A,FROTAD,L,U,2,8,4,2013
P02,A,AMMA,L,U,56,8,4,2013
P03,A,NONE,NA,NA,0,8,4,2013
P04,A,RAPI,A,U,2,8,4,2013
P04,A,AMMA,L,U,35,8,4,2013
P06,A,AMMA,L,U,13,8,4,2013
P07,A,RAPI,A,U,3,8,4,2013
P07,A,AMMA,L,U,5,8,4,2013
P08,A,NONE,NA,NA,0,8,4,2013
P11,A,RAPI,A,U,2,8,4,2013
P11,A,AMMA,L,U,22,8,4,2013
T01,A,RAPI,A,U,1,8,4,2013
T01,A,AMMA,L,U,29,8,4,2013
P01,A,AMMA,L,U,7,9,1,2013
P02,A,AMMA,L,U,3,9,1,2013
P03,A,RAPI,A,U,1,9,1,2013
P06,A,AMMA,L,U,5,9,1,2013
P07,A,RAPI,A,U,2,9,1,2013
P07,A,AMMA,L,U,32,9,1,2013
P08,A,NONE,NA,NA,0,9,1,2013
P11,A,AMMA,N,M,1,9,1,2013
P11,A,AMMA,L,U,5,9,1,2013
T01,A,RAPI,A,U,1,9,1,2013
T01,A,AMMA,L,U,17,9,1,2013
P01,A,RAPI,A,U,2,9,2,2013
P01,A,AMMA,L,U,2,9,2,2013
P02,A,AMMA,L,U,13,9,2,2013
P03,A,RAPI,A,U,1,9,2,2013
P04,A,AMMA,L,U,2,9,2,2013
P06,A,AMMA,N,M,1,9,2,2013
P07,A,RAPI,A,U,1,9,2,2013
P07,A,AMMA,L,U,14,9,2,2013
P08,A,NONE,NA,NA,0,9,2,2013
P11,A,RAPI,A,U,1,9,2,2013
P11,A,AMMA,L,U,10,9,2,2013
T01,A,RAPI,A,U,2,9,2,2013
T01,A,AMMA,L,U,23,9,2,2013
P01,A,RAPI,A,U,6,9,3,2013
P01,A,AMMA,L,U,12,9,3,2013
P02,A,AMMA,N,M,1,9,3,2013
P02,A,AMMA,L,U,9,9,3,2013
P03,A,RAPI,A,U,1,9,3,2013
P04,A,AMMA,N,M,2,9,3,2013
P04,A,RAPI,A,U,2,9,3,2013
P04,A,AMMA,L,U,3,9,3,2013
P06,A,AMMA,N,M,14,9,3,2013
P06,A,AMMA,L,U,20,9,3,2013
P07,A,AMMA,N,M,5,9,3,2013
P07,A,AMMA,L,U,32,9,3,2013
P08,A,NONE,NA,NA,0,9,3,2013
P11,A,RAPI,A,U,2,9,3,2013
P11,A,AMMA,L,U,2,9,3,2013
T01,A,AMMA,N,M,1,9,3,2013
T01,A,AMMA,L,U,31,9,3,2013
P01,A,AMMA,N,M,1,9,4,2013
P01,A,AMMA,L,U,6,9,4,2013
P02,A,AMMA,L,U,2,9,4,2013
P03,A,NONE,NA,NA,0,9,4,2013
P04,A,RAPI,A,U,2,9,4,2013
P04,A,AMMA,L,U,1,9,4,2013
P06,A,AMMA,L,U,19,9,4,2013
P07,A,RAPI,A,U,3,9,4,2013
P07,A,AMMA,L,U,4,9,4,2013
P08,A,NONE,NA,NA,0,9,4,2013
P11,A,RAPI,A,U,1,9,4,2013
P11,A,AMMA,L,U,1,9,4,2013
T01,A,AMMA,N,M,1,9,4,2013
T01,A,AMMA,L,U,18,9,4,2013
P01,A,AMMA,N,F,1,5,1,2014
P02,A,NONE,NA,NA,0,5,1,2014
P03,A,NONE,NA,NA,0,5,1,2014
P04,A,AMMA,A,F,1,5,1,2014
P04,A,AMMA,A,M,1,5,1,2014
P04,A,RAPI,A,U,2,5,1,2014
P06,A,AMMA,A,F,1,5,1,2014
P07,A,NONE,NA,NA,0,5,1,2014
P08,A,RAPI,A,U,4,5,1,2014
P11,A,NONE,NA,NA,0,5,1,2014
T01,A,AMMA,N,F,2,5,1,2014
T01,A,AMMA,A,M,1,5,1,2014
T02,A,NONE,NA,NA,0,5,1,2014
T03,A,NONE,NA,NA,0,5,1,2014
T04,A,RAPI,A,U,1,5,1,2014
T05,A,AMMA,A,F,1,5,1,2014
T06,A,AMMA,A,F,1,5,1,2014
T06,A,RAPI,A,U,4,5,1,2014
T07,A,RAPI,A,U,3,5,1,2014
T08,A,RAPI,A,U,2,5,1,2014
P01,A,RAPI,A,U,1,5,2,2014
P02,A,RAPI,A,U,2,5,2,2014
P03,A,NONE,NA,NA,0,5,2,2014
P04,A,AMMA,A,M,2,5,2,2014
P04,A,AMMA,N,M,1,5,2,2014
P06,A,AMMA,A,F,1,5,2,2014
P06,A,AMMA,N,F,1,5,2,2014
P06,A,AMMA,A,M,1,5,2,2014
P06,A,AMMA,N,M,4,5,2,2014
P07,A,RAPI,A,U,2,5,2,2014
P08,A,AMMA,A,F,1,5,2,2014
P08,A,RAPI,A,U,1,5,2,2014
P11,A,RAPI,A,U,1,5,2,2014
T01,A,AMMA,N,M,1,5,2,2014
T01,A,RAPI,A,U,1,5,2,2014
T02,A,NONE,NA,NA,0,5,2,2014
T03,A,NONE,NA,NA,0,5,2,2014
T04,A,RAPI,A,U,4,5,2,2014
T05,A,NONE,NA,NA,0,5,2,2014
T06,A,AMMA,A,F,1,5,2,2014
T06,A,RAPI,A,U,1,5,2,2014
T07,A,AMMA,A,F,1,5,2,2014
T07,A,RAPI,A,U,7,5,2,2014
T08,A,RAPI,A,U,2,5,2,2014
P01,A,AMMA,N,M,1,5,3,2014
P02,A,NONE,NA,NA,0,5,3,2014
P03,A,NONE,NA,NA,0,5,3,2014
P04,A,AMMA,A,F,1,5,3,2014
P04,A,AMMA,A,M,2,5,3,2014
P06,A,AMMA,A,F,1,5,3,2014
P06,A,AMMA,A,F,1,5,3,2014
P06,A,AMMA,N,F,2,5,3,2014
P06,A,AMMA,N,F,2,5,3,2014
P06,A,AMMA,A,M,2,5,3,2014
P06,A,AMMA,A,M,2,5,3,2014
P06,A,AMMA,N,M,5,5,3,2014
P06,A,AMMA,N,M,5,5,3,2014
P06,A,RAPI,A,U,1,5,3,2014
P06,A,RAPI,A,U,1,5,3,2014
P07,A,AMMA,A,F,1,5,3,2014
P07,A,AMMA,A,M,2,5,3,2014
P07,A,RAPI,A,U,1,5,3,2014
P08,A,AMMA,A,F,1,5,3,2014
P11,A,NONE,NA,NA,0,5,3,2014
T01,A,AMMA,A,F,1,5,3,2014
T01,A,AMMA,N,F,1,5,3,2014
T01,A,AMMA,A,M,3,5,3,2014
T01,A,RAPI,A,U,3,5,3,2014
T02,A,NONE,NA,NA,0,5,3,2014
T02,A,NONE,NA,NA,0,5,3,2014
T03,A,NONE,NA,NA,0,5,3,2014
T04,A,RAPI,A,U,3,5,3,2014
T05,A,RAPI,A,U,2,5,3,2014
T06,A,RAPI,A,U,1,5,3,2014
T07,A,RAPI,A,U,3,5,3,2014
T08,A,RAPI,A,U,1,5,3,2014
P01,A,AMMA,A,F,4,5,4,2014
P01,A,AMMA,N,F,5,5,4,2014
P01,A,AMMA,A,M,12,5,4,2014
P01,A,AMMA,N,M,26,5,4,2014
P02,A,AMMA,A,M,1,5,4,2014
P02,A,RAPI,A,U,1,5,4,2014
P03,A,RAPI,A,U,1,5,4,2014
P04,A,AMMA,A,M,5,5,4,2014
P04,A,RAPI,A,U,1,5,4,2014
P06,A,AMMA,A,F,1,5,4,2014
P06,A,AMMA,N,F,5,5,4,2014
P06,A,AMMA,N,M,1,5,4,2014
P06,A,RAPI,A,U,2,5,4,2014
P07,A,AMMA,N,F,1,5,4,2014
P07,A,AMMA,A,M,2,5,4,2014
P07,A,AMMA,N,M,5,5,4,2014
P08,A,NONE,NA,NA,0,5,4,2014
P11,A,NONE,NA,NA,0,5,4,2014
T01,A,AMMA,A,F,1,5,4,2014
T01,A,AMMA,N,F,3,5,4,2014
T01,A,AMMA,A,M,7,5,4,2014
T01,A,AMMA,N,M,33,5,4,2014
T02,A,RAPI,A,U,2,5,4,2014
T03,A,NONE,NA,NA,0,5,4,2014
T04,A,RAPI,A,U,3,5,4,2014
T05,A,RAPI,A,U,2,5,4,2014
