"park","plot","visit","genus_species","quadrat","occurrence"
"Litchfield","4","T2","Alloteropsis semialata","30",15
"Litchfield","4","T2","Schizachyrium fragile","31",1
"Litchfield","4","T2","Thaumastochloa major","31",1
"Litchfield","4","T2","Arthrostylis aphylla","31",1
"Litchfield","4","T2","Ipomoea graminea","31",1
"Litchfield","4","T2","Hibbertia brevipedunculata","31",5
"Litchfield","4","T2","Eriachne ciliata","31",5
"Litchfield","4","T2","Sorghum timorense","31",5
"Litchfield","4","T2","Alloteropsis semialata","32",5
"Litchfield","4","T2","Lomandra tropica","32",5
"Litchfield","4","T2","Arthrostylis aphylla","32",1
"Litchfield","4","T2","Sorghum timorense","32",10
"Litchfield","4","T2","Urochloa polyphylla","32",1
"Litchfield","4","T2","Thaumastochloa major","32",1
"Litchfield","4","T2","Polygala sp.","32",1
"Litchfield","4","T2","Hibbertia tasmanica","32",5
"Litchfield","4","T2","Clerodendrum tatei","33",1
"Litchfield","4","T2","Arthrostylis aphylla","33",5
"Litchfield","4","T2","Corynotheca lateriflora","33",1
"Litchfield","4","T2","Spermacoce leptoloba","33",1
"Litchfield","4","T2","Alloteropsis semialata","33",10
"Litchfield","4","T2","Uraria sp. Litchfield","33",1
"Litchfield","4","T2","Sorghum timorense","33",5
"Litchfield","4","T2","Thaumastochloa major","33",1
"Litchfield","4","T2","Drosera petiolaris","34",5
"Litchfield","4","T2","Arthrostylis aphylla","34",1
"Litchfield","4","T2","Clerodendrum tatei","34",1
"Litchfield","4","T2","Sorghum timorense","34",10
"Litchfield","4","T2","Alloteropsis semialata","34",20
"Litchfield","4","T2","Spermacoce leptoloba","34",5
"Litchfield","4","T2","Eriachne ciliata","34",1
"Litchfield","4","T2","Arthrostylis aphylla","35",1
"Litchfield","4","T2","Clerodendrum tatei","35",2
"Litchfield","4","T2","Alloteropsis semialata","35",20
"Litchfield","4","T2","Haemodorum brevicaule","35",1
"Litchfield","4","T2","Drosera petiolaris","35",2
"Litchfield","4","T2","Marsdenia trinervis","35",5
"Litchfield","4","T2","Sorghum timorense","35",1
"Litchfield","4","T2","Xyris complanata","35",10
"Litchfield","4","T2","Patersonia macrantha","35",15
"Litchfield","4","T2","Eriachne ciliata","35",1
"Litchfield","4","T2","Larsenaikia suffruticosa","35",1
"Litchfield","4","T2","Xyris complanata","36",70
"Litchfield","4","T2","Trachymene sp.","36",2
"Litchfield","4","T2","Eriachne ciliata","36",1
"Litchfield","4","T2","Corynotheca lateriflora","36",2
"Litchfield","4","T2","Marsdenia trinervis","36",5
"Litchfield","4","T2","Sorghum timorense","37",5
"Litchfield","4","T2","Thaumastochloa major","37",1
"Litchfield","4","T2","Trachymene sp.","37",1
"Litchfield","4","T2","Glycine hirticaulis","37",5
"Litchfield","4","T2","Eriachne ciliata","37",5
"Litchfield","4","T2","Arthrostylis aphylla","37",1
"Litchfield","4","T2","Haemodorum brevicaule","37",1
"Litchfield","4","T2","Spermacoce leptoloba","37",1
"Litchfield","4","T2","Alloteropsis semialata","37",20
"Litchfield","4","T2","Heteropogon triticeus","38",15
"Litchfield","4","T2","Xyris complanata","38",15
"Litchfield","4","T2","Trachymene sp.","38",2
"Litchfield","4","T2","Clerodendrum tatei","38",1
"Litchfield","4","T2","Arthrostylis aphylla","38",1
"Litchfield","4","T2","Eriachne ciliata","38",1
"Litchfield","4","T2","Hibbertia tasmanica","38",5
"Litchfield","4","T2","Sorghum timorense","38",15
"Litchfield","4","T2","Sauropus paucifolius","38",1
"Litchfield","4","T2","Eriachne ciliata","39",1
"Litchfield","4","T2","Thaumastochloa major","39",5
"Litchfield","4","T2","Arthrostylis aphylla","39",1
"Litchfield","4","T2","Spermacoce leptoloba","39",1
"Litchfield","4","T2","Heteropogon triticeus","39",10
"Litchfield","4","T2","Clerodendrum tatei","39",2
"Litchfield","4","T2","Alloteropsis semialata","39",5
"Litchfield","4","T2","Sorghum timorense","39",2
"Litchfield","4","T2","Sorghum timorense","40",10
"Litchfield","4","T2","Murdannia graminea","40",1
"Litchfield","4","T2","Xyris complanata","40",15
"Litchfield","4","T2","Sauropus paucifolius","40",5
"Litchfield","4","T2","Heteropogon triticeus","40",1
"Litchfield","4","T2","Glycine hirticaulis","40",1
"Litchfield","4","T2","Eriachne ciliata","40",1
"Litchfield","4","T2","Alloteropsis semialata","40",10
"Litchfield","4","T2","Spermacoce leptoloba","40",1
"Litchfield","4","T3","Thaumastochloa major","1",1
"Litchfield","4","T3","Urochloa polyphylla","1",1
"Litchfield","4","T3","Alloteropsis semialata","1",5
"Litchfield","4","T3","Arthrostylis aphylla","1",1
"Litchfield","4","T3","Sorghum timorense","1",20
"Litchfield","4","T3","Yakirra sp.","1",1
"Litchfield","4","T3","Scleria brownii","1",1
"Litchfield","4","T3","Spermacoce leptoloba","1",1
"Litchfield","4","T3","Chamaecrista nomame","1",1
"Litchfield","4","T3","Spermacoce leptoloba","2",5
"Litchfield","4","T3","Thaumastochloa major","2",20
"Litchfield","4","T3","Urochloa polyphylla","2",1
"Litchfield","4","T3","Hibbertia tasmanica","2",1
"Litchfield","4","T3","Arthrostylis aphylla","2",5
"Litchfield","4","T3","Sorghum timorense","2",10
"Litchfield","4","T3","Lomandra tropica","2",10
"Litchfield","4","T3","Drosera petiolaris","2",1
"Litchfield","4","T3","Alloteropsis semialata","3",10
"Litchfield","4","T3","Arthrostylis aphylla","3",5
"Litchfield","4","T3","Desmodium pycnotrichum","3",1
"Litchfield","4","T3","Spermacoce leptoloba","3",1
"Litchfield","4","T3","Sorghum timorense","3",10
"Litchfield","4","T3","Scleria brownii","3",5
"Litchfield","4","T3","Urochloa polyphylla","3",1
"Litchfield","4","T3","Thaumastochloa major","3",30
"Litchfield","4","T3","Hibbertia tasmanica","3",10
"Litchfield","4","T3","Urochloa polyphylla","4",1
"Litchfield","4","T3","Desmodium pycnotrichum","4",1
"Litchfield","4","T3","Schizachyrium fragile","4",10
"Litchfield","4","T3","Thaumastochloa major","4",10
"Litchfield","4","T3","Spermacoce leptoloba","4",5
"Litchfield","4","T3","Clerodendrum tatei","4",1
"Litchfield","4","T3","Alloteropsis semialata","4",10
"Litchfield","4","T3","Arthrostylis aphylla","4",5
"Litchfield","4","T3","Chamaecrista nomame","4",1
"Litchfield","4","T3","Sorghum timorense","4",15
"Litchfield","4","T3","Spermacoce leptoloba","5",5
"Litchfield","4","T3","Alloteropsis semialata","5",5
"Litchfield","4","T3","Sorghum timorense","5",20
"Litchfield","4","T3","Haemodorum brevicaule","5",1
"Litchfield","4","T3","Clerodendrum tatei","5",1
"Litchfield","4","T3","Schizachyrium fragile","5",5
"Litchfield","4","T3","Thaumastochloa major","5",1
"Litchfield","4","T3","Haemodorum brevicaule","6",1
"Litchfield","4","T3","Sorghum timorense","6",10
"Litchfield","4","T3","Arthrostylis aphylla","6",1
"Litchfield","4","T3","Spermacoce leptoloba","6",5
"Litchfield","4","T3","Schizachyrium fragile","6",1
"Litchfield","4","T3","Alloteropsis semialata","6",5
"Litchfield","4","T3","Urochloa polyphylla","7",1
"Litchfield","4","T3","Clerodendrum tatei","7",1
"Litchfield","4","T3","Spermacoce leptoloba","7",5
"Litchfield","4","T3","Schizachyrium fragile","7",20
"Litchfield","4","T3","Thaumastochloa major","7",5
"Litchfield","4","T3","Alloteropsis semialata","7",10
"Litchfield","4","T3","Arthrostylis aphylla","7",1
"Litchfield","4","T3","Sorghum timorense","7",15
"Litchfield","4","T3","Sorghum timorense","8",10
"Litchfield","4","T3","Schizachyrium fragile","8",10
"Litchfield","4","T3","Thaumastochloa major","8",15
"Litchfield","4","T3","Spermacoce leptoloba","8",5
"Litchfield","4","T3","Alloteropsis semialata","8",10
"Litchfield","4","T3","Hibbertia tasmanica","8",5
"Litchfield","4","T3","Urochloa polyphylla","8",1
"Litchfield","4","T3","Helicteres integrifolia subsp. dentata","9",5
"Litchfield","4","T3","Hibbertia tasmanica","9",10
"Litchfield","4","T3","Chamaecrista nomame","9",1
"Litchfield","4","T3","Clerodendrum tatei","9",1
"Litchfield","4","T3","Arthrostylis aphylla","9",1
"Litchfield","4","T3","Alloteropsis semialata","9",5
"Litchfield","4","T3","Spermacoce leptoloba","9",1
"Litchfield","4","T3","Sorghum timorense","9",10
"Litchfield","4","T3","Eriachne ciliata","9",5
"Litchfield","4","T3","Urochloa polyphylla","9",1
"Litchfield","4","T3","Eriosema chinense","10",1
"Litchfield","4","T3","Urochloa polyphylla","10",1
"Litchfield","4","T3","Heliotropium ventricosum","10",1
"Litchfield","4","T3","Spermacoce leptoloba","10",1
"Litchfield","4","T3","Thaumastochloa major","10",5
"Litchfield","4","T3","Arthrostylis aphylla","10",1
"Litchfield","4","T3","Schizachyrium fragile","10",5
"Litchfield","4","T3","Alloteropsis semialata","10",5
"Litchfield","4","T3","Sorghum timorense","10",5
"Litchfield","4","T3","Alloteropsis semialata","11",5
"Litchfield","4","T3","Arthrostylis aphylla","11",5
"Litchfield","4","T3","Heliotropium ventricosum","11",1
"Litchfield","4","T3","Urochloa polyphylla","11",1
"Litchfield","4","T3","Sorghum timorense","11",10
"Litchfield","4","T3","Haemodorum brevicaule","12",1
"Litchfield","4","T3","Hibbertia tasmanica","12",15
"Litchfield","4","T3","Sorghum timorense","12",15
"Litchfield","4","T3","Scleria brownii","12",1
"Litchfield","4","T3","Schizachyrium fragile","12",5
"Litchfield","4","T3","Alloteropsis semialata","12",5
"Litchfield","4","T3","Sorghum timorense","13",20
"Litchfield","4","T3","Stackhousia intermedia","13",1
"Litchfield","4","T3","Stemodia lythrifolia","13",1
"Litchfield","4","T3","Crotalaria montana","13",1
"Litchfield","4","T3","Urochloa polyphylla","13",1
"Litchfield","4","T3","Clerodendrum tatei","13",1
"Litchfield","4","T3","Scleria brownii","13",1
"Litchfield","4","T3","Arthrostylis aphylla","13",1
"Litchfield","4","T3","Alloteropsis semialata","13",10
"Litchfield","4","T3","Murdannia graminea","14",1
"Litchfield","4","T3","Stemona prostrata","14",10
"Litchfield","4","T3","Sorghum timorense","14",20
"Litchfield","4","T3","Clerodendrum tatei","14",1
"Litchfield","4","T3","Heteropogon triticeus","14",10
"Litchfield","4","T3","Scleria brownii","14",1
"Litchfield","4","T3","Urochloa polyphylla","14",1
"Litchfield","4","T3","Arthrostylis aphylla","14",1
"Litchfield","4","T3","Arthrostylis aphylla","15",1
"Litchfield","4","T3","Thaumastochloa major","15",1
"Litchfield","4","T3","Murdannia graminea","15",1
"Litchfield","4","T3","Helicteres integrifolia subsp. dentata","15",5
"Litchfield","4","T3","Sorghum timorense","15",15
"Litchfield","4","T3","Alloteropsis semialata","15",5
"Litchfield","4","T3","Vigna lanceolata","15",1
"Litchfield","4","T3","Spermacoce leptoloba","15",5
"Litchfield","4","T3","Heteropogon triticeus","15",10
"Litchfield","4","T3","Urochloa polyphylla","15",1
"Litchfield","4","T3","Alloteropsis semialata","16",10
"Litchfield","4","T3","Haemodorum brevicaule","16",1
"Litchfield","4","T3","Clerodendrum tatei","16",1
"Litchfield","4","T3","Thaumastochloa major","16",15
"Litchfield","4","T3","Sorghum timorense","16",15
"Litchfield","4","T3","Stemodia lythrifolia","16",10
"Litchfield","4","T3","Spermacoce leptoloba","16",1
"Litchfield","4","T3","Scleria brownii","16",1
"Litchfield","4","T3","Murdannia graminea","16",1
"Litchfield","4","T3","Scleria brownii","17",1
"Litchfield","4","T3","Sorghum timorense","17",10
"Litchfield","4","T3","Murdannia graminea","17",1
"Litchfield","4","T3","Spermacoce leptoloba","17",5
"Litchfield","4","T3","Urochloa polyphylla","17",1
"Litchfield","4","T3","Alloteropsis semialata","17",30
"Litchfield","4","T3","Arthrostylis aphylla","17",1
"Litchfield","4","T3","Clerodendrum tatei","17",1
"Litchfield","4","T3","Chamaecrista nomame","17",1
"Litchfield","4","T3","Urochloa polyphylla","18",1
"Litchfield","4","T3","Whiteochloa capillipes","18",10
"Litchfield","4","T3","Alloteropsis semialata","18",40
"Litchfield","4","T3","Stemona prostrata","18",5
"Litchfield","4","T3","Haemodorum brevicaule","18",1
"Litchfield","4","T3","Heteropogon triticeus","18",5
"Litchfield","4","T3","Arthrostylis aphylla","18",1
"Litchfield","4","T3","Sorghum timorense","18",5
"Litchfield","4","T3","Heliotropium ventricosum","19",1
"Litchfield","4","T3","Alloteropsis semialata","19",25
"Litchfield","4","T3","Spermacoce leptoloba","19",5
"Litchfield","4","T3","Chamaecrista nomame","19",1
"Litchfield","4","T3","Arthrostylis aphylla","19",1
"Litchfield","4","T3","Sorghum timorense","19",5
"Litchfield","4","T3","Urochloa polyphylla","19",1
"Litchfield","4","T3","Scleria brownii","19",1
"Litchfield","4","T3","Lomandra tropica","19",10
"Litchfield","4","T3","Hibbertia tasmanica","19",1
"Litchfield","4","T3","Whiteochloa capillipes","19",15
"Litchfield","4","T3","Heteropogon triticeus","19",10
"Litchfield","4","T3","Crotalaria montana","19",1
"Litchfield","4","T3","Clerodendrum tatei","19",1
"Litchfield","4","T3","Arthrostylis aphylla","20",1
"Litchfield","4","T3","Vigna lanceolata","20",1
"Litchfield","4","T3","Spermacoce leptoloba","20",5
"Litchfield","4","T3","Urochloa polyphylla","20",1
"Litchfield","4","T3","Haemodorum brevicaule","20",1
"Litchfield","4","T3","Heliotropium ventricosum","20",1
"Litchfield","4","T3","Helicteres integrifolia subsp. dentata","20",5
"Litchfield","4","T3","Stemona prostrata","20",1
"Litchfield","4","T3","Alloteropsis semialata","20",15
"Litchfield","4","T3","Thaumastochloa major","20",1
"Litchfield","4","T3","Arthrostylis aphylla","21",1
"Litchfield","4","T3","Thaumastochloa major","21",10
"Litchfield","4","T3","Vigna lanceolata","21",1
"Litchfield","4","T3","Spermacoce leptoloba","21",1
"Litchfield","4","T3","Larsenaikia suffruticosa","21",5
"Litchfield","4","T3","Urochloa polyphylla","21",1
"Litchfield","4","T3","Clerodendrum tatei","21",1
"Litchfield","4","T3","Heteropogon triticeus","21",5
"Litchfield","4","T3","Hibbertia tasmanica","21",5
"Litchfield","4","T3","Sorghum timorense","21",5
"Litchfield","4","T3","Haemodorum brevicaule","22",1
"Litchfield","4","T3","Scleria brownii","22",1
"Litchfield","4","T3","Alloteropsis semialata","22",1
"Litchfield","4","T3","Chamaecrista nomame","22",1
"Litchfield","4","T3","Urochloa polyphylla","22",1
"Litchfield","4","T3","Thaumastochloa major","22",20
"Litchfield","4","T3","Sorghum timorense","22",10
"Litchfield","4","T3","Larsenaikia suffruticosa","22",1
"Litchfield","4","T3","Thaumastochloa major","23",1
"Litchfield","4","T3","Vigna lanceolata","23",1
"Litchfield","4","T3","Spermacoce leptoloba","23",1
"Litchfield","4","T3","Scleria brownii","23",1
"Litchfield","4","T3","Sorghum timorense","23",10
"Litchfield","4","T3","Heteropogon triticeus","23",5
"Litchfield","4","T3","Alloteropsis semialata","23",5
"Litchfield","4","T3","Urochloa polyphylla","23",1
"Litchfield","4","T3","Ipomoea graminea","23",1
"Litchfield","4","T3","Clerodendrum tatei","23",1
"Litchfield","4","T3","Arthrostylis aphylla","24",1
"Litchfield","4","T3","Chamaecrista nomame","24",1
"Litchfield","4","T3","Thaumastochloa major","24",1
"Litchfield","4","T3","Clerodendrum tatei","24",1
"Litchfield","4","T3","Crotalaria montana","24",1
"Litchfield","4","T3","Murdannia graminea","24",1
"Litchfield","4","T3","Hibbertia tasmanica","24",5
"Litchfield","4","T3","Sorghum timorense","24",15
"Litchfield","4","T3","Heteropogon triticeus","24",1
"Litchfield","4","T3","Vigna lanceolata","24",1
"Litchfield","4","T3","Spermacoce leptoloba","24",1
"Litchfield","4","T3","Schizachyrium fragile","24",1
"Litchfield","4","T3","Polygala sp.","24",1
"Litchfield","4","T3","Stemona prostrata","24",1
"Litchfield","4","T3","Urochloa polyphylla","24",1
"Litchfield","4","T3","Alloteropsis semialata","24",5
"Litchfield","4","T3","Thaumastochloa major","25",1
"Litchfield","4","T3","Vigna lanceolata","25",1
"Litchfield","4","T3","Murdannia graminea","25",1
"Litchfield","4","T3","Heliotropium ventricosum","25",1
"Litchfield","4","T3","Clerodendrum tatei","25",1
"Litchfield","4","T3","Lomandra tropica","25",1
"Litchfield","4","T3","Urochloa polyphylla","25",1
"Litchfield","4","T3","Sorghum timorense","25",15
"Litchfield","4","T3","Polygala sp.","25",1
"Litchfield","4","T3","Arthrostylis aphylla","25",1
"Litchfield","4","T3","Spermacoce leptoloba","25",5
"Litchfield","4","T3","Stemona prostrata","25",1
"Litchfield","4","T3","Hibbertia tasmanica","25",15
"Litchfield","4","T3","Schizachyrium fragile","26",1
"Litchfield","4","T3","Spermacoce leptoloba","26",5
"Litchfield","4","T3","Vigna lanceolata","26",1
"Litchfield","4","T3","Trachymene sp.","26",1
"Litchfield","4","T3","Hibbertia brevipedunculata","26",1
"Litchfield","4","T3","Clerodendrum tatei","26",1
"Litchfield","4","T3","Heliotropium ventricosum","26",1
"Litchfield","4","T3","Chamaecrista nomame","26",10
"Litchfield","4","T3","Crotalaria montana","26",1
"Litchfield","4","T3","Alloteropsis semialata","26",5
"Litchfield","4","T3","Larsenaikia suffruticosa","26",1
"Litchfield","4","T3","Scleria brownii","26",1
"Litchfield","4","T3","Stemodia lythrifolia","26",1
"Litchfield","4","T3","Spermacoce leptoloba","27",1
"Litchfield","4","T3","Stemodia lythrifolia","27",5
"Litchfield","4","T3","Crotalaria montana","27",5
"Litchfield","4","T3","Heliotropium ventricosum","27",1
"Litchfield","4","T3","Sorghum timorense","27",10
"Litchfield","4","T3","Alloteropsis semialata","27",1
"Litchfield","4","T3","Lomandra tropica","27",35
"Litchfield","4","T3","Scleria brownii","27",1
"Litchfield","4","T3","Sorghum timorense","28",15
"Litchfield","4","T3","Scleria brownii","28",1
"Litchfield","4","T3","Spermacoce leptoloba","28",5
"Litchfield","4","T3","Stemodia lythrifolia","28",15
"Litchfield","4","T3","Clerodendrum tatei","28",1
"Litchfield","4","T3","Chamaecrista nomame","28",1
"Litchfield","4","T3","Desmodium pycnotrichum","28",5
"Litchfield","4","T3","Urochloa polyphylla","28",1
"Litchfield","4","T3","Thaumastochloa major","28",15
"Litchfield","4","T3","Thaumastochloa major","29",5
"Litchfield","4","T3","Spermacoce leptoloba","29",1
"Litchfield","4","T3","Sorghum timorense","29",20
"Litchfield","4","T3","Arthrostylis aphylla","29",1
"Litchfield","4","T3","Haemodorum brevicaule","29",1
"Litchfield","4","T3","Scleria brownii","29",1
"Litchfield","4","T3","Fimbristylis oxystachya","29",1
"Litchfield","4","T3","Desmodium pycnotrichum","29",1
"Litchfield","4","T3","Helicteres integrifolia subsp. dentata","29",5
"Litchfield","4","T3","Whiteochloa capillipes","30",10
"Litchfield","4","T3","Sorghum timorense","30",5
"Litchfield","4","T3","Sauropus glaucus","30",1
"Litchfield","4","T3","Helicteres integrifolia subsp. dentata","30",5
"Litchfield","4","T3","Spermacoce leptoloba","30",5
"Litchfield","4","T3","Fimbristylis oxystachya","30",1
"Litchfield","4","T3","Arthrostylis aphylla","30",1
