"park","plot","visit","quadrat","percentage_cover","percentage_litter","percentage_rock","canopy_closure_index"
"Nitmiluk","14","T4","2",20,5,0,"0"
"Nitmiluk","14","T4","3",30,10,0,"0"
"Nitmiluk","14","T4","4",20,5,0,"0"
"Nitmiluk","14","T4","5",15,5,0,"0"
"Nitmiluk","14","T4","6",20,5,0,"0"
"Nitmiluk","14","T4","7",15,5,0,"0"
"Nitmiluk","14","T4","8",15,5,0,"0"
"Nitmiluk","14","T4","9",10,5,0,"0"
"Nitmiluk","14","T4","10",20,5,0,"0"
"Nitmiluk","14","T4","11",15,5,0,"0"
"Nitmiluk","14","T4","12",30,5,0,"0"
"Nitmiluk","14","T4","13",20,80,0,"0"
"Nitmiluk","14","T4","14",10,5,30,"0"
"Nitmiluk","14","T4","15",10,5,70,"0"
"Nitmiluk","14","T4","16",10,20,80,"0"
"Nitmiluk","14","T4","17",5,5,95,"0"
"Nitmiluk","14","T4","18",15,1,30,"0"
"Nitmiluk","14","T4","19",1,2,100,"0"
"Nitmiluk","14","T4","20",10,5,50,"0"
"Nitmiluk","14","T4","21",15,1,0,"0"
"Nitmiluk","14","T4","22",15,5,0,"0"
"Nitmiluk","14","T4","23",15,5,0,"0"
"Nitmiluk","14","T4","24",20,10,0,"0"
"Nitmiluk","14","T4","25",15,10,0,"0"
"Nitmiluk","14","T4","26",15,5,0,"0"
"Nitmiluk","14","T4","27",10,2,0,"0"
"Nitmiluk","14","T4","28",10,5,0,"0"
"Nitmiluk","14","T4","29",15,2,0,"1"
"Nitmiluk","14","T4","30",15,2,0,"1"
"Nitmiluk","14","T4","31",15,2,0,"0"
"Nitmiluk","14","T4","32",15,5,0,"0"
"Nitmiluk","14","T4","33",20,10,0,"1"
"Nitmiluk","14","T4","34",15,10,0,"1"
"Nitmiluk","14","T4","35",10,2,0,"0"
"Nitmiluk","14","T4","36",15,2,0,"1"
"Nitmiluk","14","T4","37",15,3,0,"1"
"Nitmiluk","14","T4","38",10,2,0,"0"
"Nitmiluk","14","T4","39",15,2,0,"0"
"Nitmiluk","14","T4","40",15,2,0,"0"
"Nitmiluk","14","T5","1",30,10,0,"0"
"Nitmiluk","14","T5","2",40,5,0,"0"
"Nitmiluk","14","T5","3",45,5,0,"0"
"Nitmiluk","14","T5","4",35,5,0,"0"
"Nitmiluk","14","T5","5",35,5,0,"0"
"Nitmiluk","14","T5","6",30,5,0,"0"
"Nitmiluk","14","T5","7",25,5,0,"0"
"Nitmiluk","14","T5","8",25,5,0,"0"
"Nitmiluk","14","T5","9",20,5,0,"0"
"Nitmiluk","14","T5","10",35,10,0,"0"
"Nitmiluk","14","T5","11",15,5,0,"0"
"Nitmiluk","14","T5","12",25,5,0,"0"
"Nitmiluk","14","T5","13",35,NA,NA,NA
"Nitmiluk","14","T5","14",15,5,25,"0"
"Nitmiluk","14","T5","15",15,15,70,"0"
"Nitmiluk","14","T5","16",10,5,80,"0"
"Nitmiluk","14","T5","17",5,5,95,"0"
"Nitmiluk","14","T5","18",20,5,40,NA
"Nitmiluk","14","T5","19",5,1,95,"0"
"Nitmiluk","14","T5","20",20,5,45,"0"
"Nitmiluk","14","T5","21",30,5,0,"0"
"Nitmiluk","14","T5","22",15,5,0,"0"
"Nitmiluk","14","T5","23",30,15,0,"0"
"Nitmiluk","14","T5","24",30,10,0,"0"
"Nitmiluk","14","T5","25",35,5,0,"0"
"Nitmiluk","14","T5","26",20,5,0,"0"
"Nitmiluk","14","T5","27",20,5,0,"0"
"Nitmiluk","14","T5","28",25,5,10,"0"
"Nitmiluk","14","T5","29",25,10,0,"1"
"Nitmiluk","14","T5","30",25,15,0,"1"
"Nitmiluk","14","T5","31",25,5,0,"0"
"Nitmiluk","14","T5","32",25,1,0,"0"
"Nitmiluk","14","T5","33",20,15,0,"1"
"Nitmiluk","14","T5","34",30,15,0,"0"
"Nitmiluk","14","T5","35",25,5,0,"0"
"Nitmiluk","14","T5","36",30,5,0,"0"
"Nitmiluk","14","T5","37",30,5,0,"0"
"Nitmiluk","14","T5","38",30,15,0,"0"
"Nitmiluk","14","T5","39",25,5,0,"0"
"Nitmiluk","14","T5","40",25,5,0,"0"
"Nitmiluk","15","T1","1",55,5,0,"0"
"Nitmiluk","15","T1","2",70,5,1,"0"
"Nitmiluk","15","T1","3",80,10,1,"1"
"Nitmiluk","15","T1","4",45,1,1,"0"
"Nitmiluk","15","T1","5",20,1,0,"0"
"Nitmiluk","15","T1","6",70,1,0,"0"
"Nitmiluk","15","T1","7",40,1,0,"0"
"Nitmiluk","15","T1","8",30,1,0,"0"
"Nitmiluk","15","T1","9",60,5,0,"0"
"Nitmiluk","15","T1","10",40,5,1,"0"
"Nitmiluk","15","T1","11",50,1,15,"0"
"Nitmiluk","15","T1","12",40,5,15,"1"
"Nitmiluk","15","T1","13",80,1,5,"1"
"Nitmiluk","15","T1","14",40,1,25,"0"
"Nitmiluk","15","T1","15",85,1,75,"0"
"Nitmiluk","15","T1","16",100,0,80,"0"
"Nitmiluk","15","T1","17",100,1,90,"0"
"Nitmiluk","15","T1","18",95,5,80,"0"
"Nitmiluk","15","T1","19",90,10,60,"0"
"Nitmiluk","15","T1","20",50,10,5,"0"
"Nitmiluk","15","T1","21",30,5,0,"0"
"Nitmiluk","15","T1","22",40,1,0,"0"
"Nitmiluk","15","T1","23",40,1,0,"0"
"Nitmiluk","15","T1","24",70,5,0,"1"
"Nitmiluk","15","T1","25",40,1,0,"0"
"Nitmiluk","15","T1","26",70,5,0,"0"
"Nitmiluk","15","T1","27",20,1,0,"0"
"Nitmiluk","15","T1","28",60,5,5,"0"
"Nitmiluk","15","T1","29",30,1,0,"1"
"Nitmiluk","15","T1","30",40,1,0,"1"
"Nitmiluk","15","T1","31",40,10,0,"0"
"Nitmiluk","15","T1","32",45,10,0,"0"
"Nitmiluk","15","T1","33",30,10,0,"1"
"Nitmiluk","15","T1","34",55,5,0,"1"
"Nitmiluk","15","T1","35",25,5,0,"0"
"Nitmiluk","15","T1","36",40,10,0,"0"
"Nitmiluk","15","T1","37",40,5,0,"0"
"Nitmiluk","15","T1","38",40,10,0,"0"
"Nitmiluk","15","T1","39",60,5,0,"0"
"Nitmiluk","15","T1","40",15,0,0,"0"
"Nitmiluk","15","T2","1",NA,5,80,"0"
"Nitmiluk","15","T2","2",NA,5,80,"0"
"Nitmiluk","15","T2","3",NA,5,100,"0"
"Nitmiluk","15","T2","4",NA,30,30,"0"
"Nitmiluk","15","T2","5",NA,20,30,"1"
"Nitmiluk","15","T2","6",NA,0,100,"0"
"Nitmiluk","15","T2","7",NA,0,100,"0"
"Nitmiluk","15","T2","8",NA,0,100,"0"
"Nitmiluk","15","T2","9",NA,10,100,"0"
"Nitmiluk","15","T2","10",NA,40,100,"0"
"Nitmiluk","15","T2","11",NA,40,100,"0"
"Nitmiluk","15","T2","12",NA,25,90,"1"
"Nitmiluk","15","T2","13",NA,20,40,"0"
"Nitmiluk","15","T2","14",NA,30,80,"0"
"Nitmiluk","15","T2","15",NA,10,10,"0"
"Nitmiluk","15","T2","16",NA,0,100,"0"
"Nitmiluk","15","T2","17",NA,50,60,"0"
"Nitmiluk","15","T2","18",NA,5,95,"0"
"Nitmiluk","15","T2","19",NA,30,80,"0"
"Nitmiluk","15","T2","20",NA,0,100,"0"
"Nitmiluk","15","T2","21",NA,5,90,"0"
"Nitmiluk","15","T2","22",NA,5,90,"0"
"Nitmiluk","15","T2","23",NA,5,95,"1"
"Nitmiluk","15","T2","24",NA,15,90,"0"
"Nitmiluk","15","T2","25",NA,5,90,"0"
"Nitmiluk","15","T2","26",NA,20,80,"0"
"Nitmiluk","15","T2","27",NA,20,80,"0"
"Nitmiluk","15","T2","28",NA,20,90,"0"
"Nitmiluk","15","T2","29",NA,10,90,"0"
"Nitmiluk","15","T2","30",NA,0,100,"0"
"Nitmiluk","15","T2","31",NA,30,95,"0"
"Nitmiluk","15","T2","32",NA,10,50,"0"
"Nitmiluk","15","T2","33",NA,20,60,"0"
"Nitmiluk","15","T2","34",NA,20,60,"0"
"Nitmiluk","15","T2","35",NA,50,40,"1"
"Nitmiluk","15","T2","36",NA,40,30,"1"
"Nitmiluk","15","T2","37",NA,15,90,"0"
"Nitmiluk","15","T2","38",NA,60,40,"0"
"Nitmiluk","15","T2","39",NA,5,100,"0"
"Nitmiluk","15","T2","40",NA,20,90,"0"
"Nitmiluk","15","T3","1",20,20,60,"0"
"Nitmiluk","15","T3","2",5,5,90,"0"
"Nitmiluk","15","T3","3",0,5,95,"0"
"Nitmiluk","15","T3","4",0,0,100,"0"
"Nitmiluk","15","T3","5",5,15,55,"0"
"Nitmiluk","15","T3","6",0,0,100,"0"
"Nitmiluk","15","T3","7",1,5,94,"0"
"Nitmiluk","15","T3","8",0,0,100,"0"
"Nitmiluk","15","T3","9",15,10,80,"1"
"Nitmiluk","15","T3","10",5,20,100,"0"
"Nitmiluk","15","T3","11",0,0,100,"0"
"Nitmiluk","15","T3","12",0,15,100,"0"
"Nitmiluk","15","T3","13",10,10,80,"0"
"Nitmiluk","15","T3","14",25,30,90,"1"
"Nitmiluk","15","T3","15",30,15,30,"1"
"Nitmiluk","15","T3","16",10,10,100,"0"
"Nitmiluk","15","T3","17",10,5,80,"0"
"Nitmiluk","15","T3","18",15,10,50,"0"
"Nitmiluk","15","T3","19",5,35,70,"0"
"Nitmiluk","15","T3","20",1,5,100,"0"
"Nitmiluk","15","T3","21",2,5,95,"0"
"Nitmiluk","15","T3","22",10,5,95,"0"
"Nitmiluk","15","T3","23",5,5,95,"0"
"Nitmiluk","15","T3","24",1,10,90,"0"
"Nitmiluk","15","T3","25",15,5,60,"1"
"Nitmiluk","15","T3","26",5,5,60,"1"
"Nitmiluk","15","T3","27",1,15,90,"0"
"Nitmiluk","15","T3","28",3,5,90,"0"
"Nitmiluk","15","T3","29",5,5,95,"0"
"Nitmiluk","15","T3","30",1,0,100,"0"
"Nitmiluk","15","T3","31",0,0,100,"0"
"Nitmiluk","15","T3","32",5,1,100,"0"
"Nitmiluk","15","T3","33",1,0,100,"0"
"Nitmiluk","15","T3","34",5,5,90,"0"
"Nitmiluk","15","T3","35",10,5,90,"1"
"Nitmiluk","15","T3","36",5,10,80,"1"
"Nitmiluk","15","T3","37",10,5,85,"0"
"Nitmiluk","15","T3","38",50,20,30,"0"
"Nitmiluk","15","T3","39",1,5,100,"1"
"Nitmiluk","15","T3","40",2,1,95,"0"
"Nitmiluk","15","T4","1",25,20,60,"0"
"Nitmiluk","15","T4","2",0,10,90,"0"
"Nitmiluk","15","T4","3",0,0,100,"0"
"Nitmiluk","15","T4","4",2,0,98,"0"
"Nitmiluk","15","T4","5",30,5,65,"0"
"Nitmiluk","15","T4","6",0,0,100,"0"
"Nitmiluk","15","T4","7",0,0,100,"0"
"Nitmiluk","15","T4","8",0,0,100,"0"
"Nitmiluk","15","T4","9",0,2,98,"0"
"Nitmiluk","15","T4","10",75,25,0,"0"
"Nitmiluk","15","T4","11",0,1,100,"0"
"Nitmiluk","15","T4","12",0,0,100,"0"
"Nitmiluk","15","T4","13",0,0,100,"0"
"Nitmiluk","15","T4","14",50,10,50,"1"
"Nitmiluk","15","T4","15",15,10,70,"1"
"Nitmiluk","15","T4","16",20,30,50,"0"
"Nitmiluk","15","T4","17",10,10,80,"0"
"Nitmiluk","15","T4","18",10,20,70,"0"
"Nitmiluk","15","T4","19",1,5,95,"0"
"Nitmiluk","15","T4","20",1,5,100,"0"
"Nitmiluk","15","T4","21",5,0,95,"0"
"Nitmiluk","15","T4","22",15,5,90,"0"
"Nitmiluk","15","T4","23",5,5,95,"0"
"Nitmiluk","15","T4","24",5,5,95,"0"
"Nitmiluk","15","T4","25",10,10,80,"0"
"Nitmiluk","15","T4","26",5,10,50,"0"
"Nitmiluk","15","T4","27",0,20,90,"0"
"Nitmiluk","15","T4","28",1,20,90,"0"
"Nitmiluk","15","T4","29",0,5,100,"0"
"Nitmiluk","15","T4","30",0,0,100,"0"
"Nitmiluk","15","T4","31",0,0,100,"0"
"Nitmiluk","15","T4","32",30,5,50,"0"
"Nitmiluk","15","T4","33",0,2,100,"0"
"Nitmiluk","15","T4","34",10,10,50,"0"
"Nitmiluk","15","T4","35",0,0,100,"1"
"Nitmiluk","15","T4","36",30,10,40,"0"
"Nitmiluk","15","T4","37",30,10,30,"0"
"Nitmiluk","15","T4","38",10,10,90,"0"
"Nitmiluk","15","T4","39",10,0,90,"0"
"Nitmiluk","15","T4","40",0,0,100,"0"
"Nitmiluk","15","T5","1",30,15,60,NA
"Nitmiluk","15","T5","2",2,8,90,NA
"Nitmiluk","15","T5","3",NA,NA,100,NA
"Nitmiluk","15","T5","4",3,2,95,NA
"Nitmiluk","15","T5","5",10,10,65,NA
"Nitmiluk","15","T5","6",NA,NA,100,NA
"Nitmiluk","15","T5","7",NA,0,100,NA
"Nitmiluk","15","T5","8",NA,NA,100,NA
"Nitmiluk","15","T5","9",NA,2,98,NA
"Nitmiluk","15","T5","10",NA,50,0,NA
"Nitmiluk","15","T5","11",NA,NA,100,NA
"Nitmiluk","15","T5","12",NA,NA,100,NA
"Nitmiluk","15","T5","13",NA,NA,100,NA
"Nitmiluk","15","T5","14",1,30,69,"1"
"Nitmiluk","15","T5","15",3,20,40,"1"
"Nitmiluk","15","T5","16",7,35,58,NA
"Nitmiluk","15","T5","17",1,15,84,NA
"Nitmiluk","15","T5","18",NA,10,89,NA
"Nitmiluk","15","T5","19",0,50,50,NA
"Nitmiluk","15","T5","20",NA,2,97,NA
"Nitmiluk","15","T5","21",8,2,90,NA
"Nitmiluk","15","T5","22",5,20,75,NA
"Nitmiluk","15","T5","23",15,15,70,NA
"Nitmiluk","15","T5","24",1,4,95,NA
"Nitmiluk","15","T5","25",10,30,60,"0"
"Nitmiluk","15","T5","26",20,30,50,NA
"Nitmiluk","15","T5","27",0,30,70,NA
"Nitmiluk","15","T5","28",2,5,95,NA
"Nitmiluk","15","T5","29",NA,10,90,NA
"Nitmiluk","15","T5","30",NA,2,98,NA
"Nitmiluk","15","T5","31",NA,NA,100,NA
"Nitmiluk","15","T5","32",15,5,60,"0"
"Nitmiluk","15","T5","33",NA,NA,100,NA
"Nitmiluk","15","T5","34",10,5,80,NA
"Nitmiluk","15","T5","35",NA,20,80,NA
"Nitmiluk","15","T5","36",25,15,60,NA
"Nitmiluk","15","T5","37",17,3,80,NA
"Nitmiluk","15","T5","38",40,5,55,NA
"Nitmiluk","15","T5","39",5,5,90,NA
"Nitmiluk","15","T5","40",NA,NA,100,NA
"Nitmiluk","16","T1","1",35,0,0,"0"
"Nitmiluk","16","T1","2",50,0,0,"0"
"Nitmiluk","16","T1","3",55,5,0,"0"
"Nitmiluk","16","T1","4",60,0,0,"0"
"Nitmiluk","16","T1","5",80,30,0,"0"
"Nitmiluk","16","T1","6",20,0,0,"0"
"Nitmiluk","16","T1","7",30,0,0,"0"
"Nitmiluk","16","T1","8",70,0,0,"1"
"Nitmiluk","16","T1","9",70,1,0,"1"
"Nitmiluk","16","T1","10",35,5,0,"0"
"Nitmiluk","16","T1","11",20,1,0,"1"
"Nitmiluk","16","T1","12",30,5,0,"1"
"Nitmiluk","16","T1","13",40,1,0,"1"
"Nitmiluk","16","T1","14",40,1,0,"1"
"Nitmiluk","16","T1","15",20,1,0,"0"
"Nitmiluk","16","T1","16",25,0,0,"0"
"Nitmiluk","16","T1","17",20,5,0,"0"
"Nitmiluk","16","T1","18",10,0,5,"0"
"Nitmiluk","16","T1","19",15,0,0,"0"
"Nitmiluk","16","T1","20",30,1,0,"0"
"Nitmiluk","16","T1","21",20,1,0,"2"
"Nitmiluk","16","T1","22",40,1,0,"0"
"Nitmiluk","16","T1","23",70,30,0,"0"
"Nitmiluk","16","T1","24",75,25,0,"2"
"Nitmiluk","16","T1","25",60,1,0,"1"
"Nitmiluk","16","T1","26",30,1,0,"0"
"Nitmiluk","16","T1","27",50,10,0,"1"
"Nitmiluk","16","T1","28",30,1,0,"2"
"Nitmiluk","16","T1","29",40,0,0,"1"
"Nitmiluk","16","T1","30",40,1,0,"1"
"Nitmiluk","16","T1","31",40,1,0,"2"
"Nitmiluk","16","T1","32",50,1,0,"1"
"Nitmiluk","16","T1","33",65,5,0,"0"
"Nitmiluk","16","T1","34",60,0,0,"0"
"Nitmiluk","16","T1","35",30,1,0,"0"
"Nitmiluk","16","T1","36",20,1,0,"0"
"Nitmiluk","16","T1","37",50,1,0,"0"
"Nitmiluk","16","T1","38",60,30,0,"0"
"Nitmiluk","16","T1","39",60,1,0,"0"
"Nitmiluk","16","T1","40",60,1,0,"0"
"Nitmiluk","16","T2","1",NA,2,0,"1"
"Nitmiluk","16","T2","2",NA,15,0,"0"
"Nitmiluk","16","T2","3",NA,5,0,"0"
"Nitmiluk","16","T2","4",NA,1,0,"0"
"Nitmiluk","16","T2","5",NA,5,0,"0"
"Nitmiluk","16","T2","6",NA,5,0,"0"
"Nitmiluk","16","T2","7",NA,5,0,"0"
"Nitmiluk","16","T2","8",NA,15,0,"1"
"Nitmiluk","16","T2","9",NA,25,0,"1"
"Nitmiluk","16","T2","10",NA,10,0,"1"
"Nitmiluk","16","T2","11",NA,30,0,"1"
"Nitmiluk","16","T2","12",NA,10,0,"1"
"Nitmiluk","16","T2","13",NA,10,0,"1"
"Nitmiluk","16","T2","14",NA,2,0,"1"
"Nitmiluk","16","T2","15",NA,15,0,"1"
"Nitmiluk","16","T2","16",NA,10,0,"0"
"Nitmiluk","16","T2","17",NA,2,0,"0"
"Nitmiluk","16","T2","18",NA,1,1,"0"
"Nitmiluk","16","T2","19",NA,1,0,"0"
"Nitmiluk","16","T2","20",NA,3,0,"0"
"Nitmiluk","16","T2","21",NA,1,0,"1"
"Nitmiluk","16","T2","22",NA,5,0,"1"
"Nitmiluk","16","T2","23",NA,1,0,"0"
"Nitmiluk","16","T2","24",NA,3,0,"1"
"Nitmiluk","16","T2","25",NA,1,0,"1"
"Nitmiluk","16","T2","26",NA,1,0,"1"
"Nitmiluk","16","T2","27",NA,1,0,"1"
"Nitmiluk","16","T2","28",NA,3,0,"1"
"Nitmiluk","16","T2","29",NA,3,0,"1"
"Nitmiluk","16","T2","30",NA,3,0,"1"
"Nitmiluk","16","T2","31",NA,3,0,"1"
"Nitmiluk","16","T2","32",NA,2,0,"1"
"Nitmiluk","16","T2","33",NA,3,0,"1"
"Nitmiluk","16","T2","34",NA,10,0,"0"
"Nitmiluk","16","T2","35",NA,10,0,"0"
"Nitmiluk","16","T2","36",NA,5,0,"1"
"Nitmiluk","16","T2","37",NA,5,0,"0"
"Nitmiluk","16","T2","38",NA,30,0,"0"
"Nitmiluk","16","T2","39",NA,3,0,"0"
"Nitmiluk","16","T2","40",NA,3,0,"0"
"Nitmiluk","16","T3","1",45,5,0,"0"
"Nitmiluk","16","T3","2",50,5,0,"0"
"Nitmiluk","16","T3","3",45,5,0,"0"
"Nitmiluk","16","T3","4",30,10,0,"0"
"Nitmiluk","16","T3","5",45,5,0,"0"
"Nitmiluk","16","T3","6",55,10,0,"0"
"Nitmiluk","16","T3","7",30,5,0,"0"
"Nitmiluk","16","T3","8",20,10,0,"0"
"Nitmiluk","16","T3","9",35,10,0,"0"
"Nitmiluk","16","T3","10",25,15,0,"1"
"Nitmiluk","16","T3","11",25,5,0,"1"
"Nitmiluk","16","T3","12",35,5,0,"0"
"Nitmiluk","16","T3","13",35,20,0,"1"
"Nitmiluk","16","T3","14",20,15,0,"1"
"Nitmiluk","16","T3","15",30,10,0,"1"
"Nitmiluk","16","T3","16",10,5,0,"0"
"Nitmiluk","16","T3","17",10,1,0,"0"
"Nitmiluk","16","T3","18",15,2,0,"0"
"Nitmiluk","16","T3","19",30,5,0,"0"
"Nitmiluk","16","T3","20",30,15,0,"0"
"Nitmiluk","16","T3","21",20,2,0,"1"
"Nitmiluk","16","T3","22",25,20,0,"0"
"Nitmiluk","16","T3","23",45,5,0,"1"
"Nitmiluk","16","T3","24",35,3,0,"1"
"Nitmiluk","16","T3","25",20,5,0,"1"
"Nitmiluk","16","T3","26",30,5,0,"0"
"Nitmiluk","16","T3","27",35,5,0,"1"
"Nitmiluk","16","T3","28",30,5,0,"1"
"Nitmiluk","16","T3","29",30,5,0,"1"
"Nitmiluk","16","T3","30",55,5,0,"1"
"Nitmiluk","16","T3","31",15,5,0,"1"
"Nitmiluk","16","T3","32",20,50,0,"1"
"Nitmiluk","16","T3","33",60,25,0,"1"
"Nitmiluk","16","T3","34",25,5,0,"0"
"Nitmiluk","16","T3","35",30,5,0,"0"
"Nitmiluk","16","T3","36",30,2,0,"0"
"Nitmiluk","16","T3","37",35,3,0,"0"
"Nitmiluk","16","T3","38",30,1,0,"0"
"Nitmiluk","16","T3","39",40,1,0,"0"
"Nitmiluk","16","T3","40",50,1,0,"0"
"Nitmiluk","16","T4","1",60,15,0,"0"
"Nitmiluk","16","T4","2",40,25,0,"0"
"Nitmiluk","16","T4","3",45,15,0,"0"
"Nitmiluk","16","T4","4",60,25,0,"0"
"Nitmiluk","16","T4","5",65,20,0,"0"
"Nitmiluk","16","T4","6",80,20,0,"0"
"Nitmiluk","16","T4","7",60,20,0,"0"
"Nitmiluk","16","T4","8",60,25,0,"0"
"Nitmiluk","16","T4","9",50,20,0,"0"
"Nitmiluk","16","T4","10",55,30,0,"0"
"Nitmiluk","16","T4","11",40,30,0,"0"
"Nitmiluk","16","T4","12",60,20,0,"0"
"Nitmiluk","16","T4","13",50,30,0,"1"
"Nitmiluk","16","T4","14",55,20,0,"1"
"Nitmiluk","16","T4","15",60,40,0,"1"
"Nitmiluk","16","T4","16",35,60,0,"0"
"Nitmiluk","16","T4","17",30,50,0,"0"
"Nitmiluk","16","T4","18",40,25,1,"0"
"Nitmiluk","16","T4","19",30,40,0,"0"
"Nitmiluk","16","T4","20",55,30,0,"0"
"Nitmiluk","16","T4","21",40,40,0,"0"
"Nitmiluk","16","T4","22",35,30,0,"0"
"Nitmiluk","16","T4","23",45,30,0,"1"
"Nitmiluk","16","T4","24",45,35,0,"1"
"Nitmiluk","16","T4","25",40,10,0,"1"
"Nitmiluk","16","T4","26",55,40,0,"0"
"Nitmiluk","16","T4","27",40,30,0,"1"
"Nitmiluk","16","T4","28",40,20,0,"1"
"Nitmiluk","16","T4","29",45,35,0,"1"
"Nitmiluk","16","T4","30",35,20,0,"1"
"Nitmiluk","16","T4","31",45,35,0,"1"
"Nitmiluk","16","T4","32",40,50,0,"1"
"Nitmiluk","16","T4","33",50,40,0,"0"
"Nitmiluk","16","T4","34",10,5,0,"0"
"Nitmiluk","16","T4","35",50,20,0,"0"
"Nitmiluk","16","T4","36",70,20,0,"0"
"Nitmiluk","16","T4","37",50,40,0,"0"
"Nitmiluk","16","T4","38",30,10,0,"0"
"Nitmiluk","16","T4","39",40,10,0,"0"
"Nitmiluk","16","T4","40",45,5,0,"0"
"Nitmiluk","16","T5","1",15,1,0,"0"
"Nitmiluk","16","T5","2",40,15,0,"0"
"Nitmiluk","16","T5","3",40,10,0,"0"
"Nitmiluk","16","T5","4",45,0,0,"0"
"Nitmiluk","16","T5","5",12,10,0,"0"
"Nitmiluk","16","T5","6",35,10,0,"0"
"Nitmiluk","16","T5","7",40,10,0,"1"
"Nitmiluk","16","T5","8",30,2,0,"0"
"Nitmiluk","16","T5","9",50,5,0,"0"
"Nitmiluk","16","T5","10",60,25,0,"0"
"Nitmiluk","16","T5","11",40,20,0,"1"
"Nitmiluk","16","T5","12",50,30,0,"1"
"Nitmiluk","16","T5","13",40,10,0,"1"
"Nitmiluk","16","T5","14",70,10,0,"1"
"Nitmiluk","16","T5","15",60,30,0,"1"
"Nitmiluk","16","T5","16",65,15,0,"1"
"Nitmiluk","16","T5","17",60,10,0,"0"
"Nitmiluk","16","T5","18",50,5,0,"0"
"Nitmiluk","16","T5","19",40,5,0,"0"
"Nitmiluk","16","T5","20",60,20,0,"0"
"Nitmiluk","16","T5","21",60,10,0,"0"
"Nitmiluk","16","T5","22",50,4,0,"0"
"Nitmiluk","16","T5","23",25,5,0,"0"
"Nitmiluk","16","T5","24",50,15,0,"0"
"Nitmiluk","16","T5","25",60,10,0,"0"
"Nitmiluk","16","T5","26",30,5,0,"1"
"Nitmiluk","16","T5","27",55,30,0,"1"
"Nitmiluk","16","T5","28",25,0,15,"2"
"Nitmiluk","16","T5","29",70,0,30,"2"
"Nitmiluk","16","T5","30",60,0,25,"2"
"Nitmiluk","16","T5","31",80,0,10,"1"
"Nitmiluk","16","T5","32",60,0,15,"0"
"Nitmiluk","16","T5","33",70,20,0,"0"
"Nitmiluk","16","T5","34",40,5,0,"0"
"Nitmiluk","16","T5","35",50,15,0,"0"
"Nitmiluk","16","T5","36",60,10,0,"0"
"Nitmiluk","16","T5","37",65,10,0,"0"
"Nitmiluk","16","T5","38",25,10,0,"0"
"Nitmiluk","16","T5","39",30,5,0,"0"
"Nitmiluk","16","T5","40",40,10,0,"0"
"Nitmiluk","17","T1","1",60,30,0,"0"
"Nitmiluk","17","T1","2",80,60,0,"0"
"Nitmiluk","17","T1","3",60,40,0,"0"
"Nitmiluk","17","T1","4",80,60,0,"0"
"Nitmiluk","17","T1","5",80,20,0,"1"
"Nitmiluk","17","T1","6",70,5,0,"1"
"Nitmiluk","17","T1","7",50,5,0,"1"
"Nitmiluk","17","T1","8",40,15,0,"1"
"Nitmiluk","17","T1","9",80,40,0,"1"
"Nitmiluk","17","T1","10",50,5,0,"0"
"Nitmiluk","17","T1","11",50,20,0,"0"
"Nitmiluk","17","T1","12",70,20,0,"1"
"Nitmiluk","17","T1","13",70,40,0,"1"
"Nitmiluk","17","T1","14",60,5,0,"0"
"Nitmiluk","17","T1","15",50,10,0,"0"
"Nitmiluk","17","T1","16",40,5,0,"0"
"Nitmiluk","17","T1","17",30,5,0,"0"
"Nitmiluk","17","T1","18",80,5,0,"0"
"Nitmiluk","17","T1","19",60,1,0,"0"
"Nitmiluk","17","T1","20",80,40,0,"1"
"Nitmiluk","17","T1","21",40,5,0,"1"
"Nitmiluk","17","T1","22",50,10,0,"0"
"Nitmiluk","17","T1","23",60,1,0,"0"
"Nitmiluk","17","T1","24",40,1,0,"0"
"Nitmiluk","17","T1","25",50,10,0,"0"
"Nitmiluk","17","T1","26",50,40,0,"0"
"Nitmiluk","17","T1","27",90,40,0,"0"
"Nitmiluk","17","T1","28",70,10,0,"1"
"Nitmiluk","17","T1","29",90,60,0,"2"
"Nitmiluk","17","T1","30",70,1,0,"0"
"Nitmiluk","17","T1","31",60,10,0,"0"
"Nitmiluk","17","T1","32",60,10,0,"0"
"Nitmiluk","17","T1","33",70,30,0,"1"
"Nitmiluk","17","T1","34",60,5,0,"1"
"Nitmiluk","17","T1","35",30,5,0,"1"
"Nitmiluk","17","T1","36",30,20,0,"1"
"Nitmiluk","17","T1","37",40,15,0,"0"
"Nitmiluk","17","T1","38",60,20,0,"0"
"Nitmiluk","17","T1","39",50,10,0,"1"
"Nitmiluk","17","T1","40",50,20,0,"0"
"Nitmiluk","17","T2","1",NA,10,0,"1"
"Nitmiluk","17","T2","2",NA,10,0,"1"
"Nitmiluk","17","T2","3",NA,10,0,"1"
"Nitmiluk","17","T2","4",NA,25,0,"1"
"Nitmiluk","17","T2","5",NA,5,0,"1"
"Nitmiluk","17","T2","6",NA,5,0,"1"
"Nitmiluk","17","T2","7",NA,30,0,"1"
"Nitmiluk","17","T2","8",NA,30,0,"1"
"Nitmiluk","17","T2","9",NA,60,0,"1"
"Nitmiluk","17","T2","10",NA,20,0,"1"
"Nitmiluk","17","T2","11",NA,15,0,"1"
"Nitmiluk","17","T2","12",NA,30,0,"1"
"Nitmiluk","17","T2","13",NA,30,0,"0"
"Nitmiluk","17","T2","14",NA,5,0,"0"
