"id","visit_code","veg_species","structural_layer","comments"
"14971","012-1-50-1","Banksia serrata","Mid Storey",""
"14972","012-1-50-1","Banksia integrifolia","Understorey",""
"14973","012-1-50-1","Acianthus sp.","Understorey",""
"14974","012-1-50-1","Geranium homeanum","Understorey",""
"14975","012-1-50-1","Pteridium esculentum","Understorey",""
"14976","012-1-50-1","Chrysanthemoides monilifera","Understorey",""
"14977","012-1-50-1","Imperata cylindrica var. major","Understorey",""
"14978","012-1-50-1","Echinopogon ovatus","Understorey",""
"14979","012-1-50-1","Microlaena stipoides var. stipoides","Understorey",""
"14980","012-1-50-1","Hydrocotyle peduncularis","Understorey",""
"14981","012-1-50-1","Cyperus gracilis","Understorey",""
"14982","012-1-50-1","Monotoca elliptica","Understorey",""
"14983","012-1-50-1","Oplismenus aemulus","Understorey",""
"14984","012-1-50-1","Asteraceae sp.","Understorey",""
"14985","012-1-50-1","Dichondra repens","Understorey",""
"14986","012-1-50-1","Stephania japonica var. discolor","Understorey",""
"14987","012-1-50-1","Senecio minimus","Understorey",""
"14988","012-1-50-1","Marsdenia rostrata","Understorey",""
"14989","012-1-50-1","Commelina cyanea","Understorey",""
"14990","012-1-50-1","Pittosporum undulatum","Understorey",""
"14991","012-1-50-1","Oxalis sp.","Understorey",""
"14992","012-1-50-1","Poa labillardieri","Understorey",""
"14993","012-1-50-1","Solanum stelligerum","Understorey",""
"14994","012-1-50-1","Hibbertia linearis","Understorey",""
"14995","012-1-50-1","Hibbertia scandens","Understorey",""
"14996","012-1-50-1","Casuarina glauca","Understorey",""
"14997","012-1-50-1","Zoysia macrantha","Understorey",""
"14998","012-1-50-1","Kennedia rubicunda","Understorey",""
"14999","012-1-50-1","Glycine tabacina","Understorey",""
"15000","012-1-50-1","Themeda australis","Understorey",""
"15001","012-1-50-1","Glycine clandestina","Understorey",""
"15002","012-1-50-1","Lomandra longifolia","Understorey",""
"15003","012-1-50-1","Gonocarpus teucrioides","Understorey",""
"15004","012-1-50-1","Desmodium varians","Understorey",""
"15005","012-1-50-1","Galium propinquum","Understorey",""
"15006","012-1-50-1","Viola hederacea","Understorey",""
"15007","012-1-50-1","Cissus hypoglauca","Understorey",""
"15008","012-1-50-1","Ficinia nodusa","Understorey",""
"15009","012-1-50-1","Pterostylis sp.","Understorey",""
"15010","012-1-50-1","Lagenifera stipitata","Understorey",""
"15011","012-1-50-1","Entolasia marginata","Understorey",""
"15012","012-1-50-1","Corybas sp.","Understorey",""
"15013","012-1-50-1","Poranthera microphylla","Understorey",""
"15014","012-1-50-2","Casuarina glauca","Overstorey",""
"15015","012-1-50-2","Eucalyptus botryoides","Overstorey",""
"15016","012-1-50-2","Banksia integrifolia","Overstorey",""
"15017","012-1-50-2","Monotoca elliptica","Mid Storey",""
"15018","012-1-50-2","Eucalyptus botryoides","Mid Storey",""
"15019","012-1-50-2","Casuarina glauca","Mid Storey",""
"15020","012-1-50-2","Marsdenia rostrata","Mid Storey",""
"15021","012-1-50-2","Banksia integrifolia","Mid Storey",""
"15022","012-1-50-2","Viola hederacea","Understorey",""
"15023","012-1-50-2","Imperata cylindrica var. major","Understorey",""
"15024","012-1-50-2","Echinopogon ovatus","Understorey",""
"15025","012-1-50-2","Lomandra longifolia","Understorey",""
"15026","012-1-50-2","Gonocarpus teucrioides","Understorey",""
"15027","012-1-50-2","Oplismenus aemulus","Understorey",""
"15028","012-1-50-2","Corybas sp.","Understorey",""
"15029","012-1-50-2","Pterostylis sp.","Understorey",""
"15031","012-1-50-2","Pteridium esculentum","Understorey",""
"15032","012-1-50-2","Chrysanthemoides monilifera","Understorey",""
"15033","012-1-50-2","Senecio minimus","Understorey",""
"15034","012-1-50-2","Stephania japonica var. discolor","Understorey",""
"15035","012-1-50-2","Marsdenia rostrata","Understorey",""
"15036","012-1-50-2","Geranium homeanum","Understorey",""
"15037","012-1-50-2","Cyperus gracilis","Understorey",""
"15038","012-1-50-2","Poranthera microphylla","Understorey",""
"15039","012-1-50-2","Lagenifera stipitata","Understorey",""
"15040","012-1-50-2","Galium propinquum","Understorey",""
"15041","012-1-50-2","Acianthus sp.","Understorey",""
"15042","012-1-50-2","Helichrysum elatum","Understorey",""
"15043","012-1-50-2","Monotoca elliptica","Understorey",""
"15044","012-1-50-2","Veronica calycina","Understorey",""
"15045","012-1-50-2","Solanum stelligerum","Understorey",""
"15046","012-1-50-2","Hydrocotyle bonariensis","Understorey",""
"15047","012-1-50-2","Microlaena stipoides var. stipoides","Understorey",""
"15048","012-1-50-2","Banksia integrifolia","Understorey",""
"15049","012-1-50-2","Themeda australis","Understorey",""
"15050","012-1-50-2","Eucalyptus sp.","Understorey","seedling"
"15051","012-1-50-2","Desmodium varians","Understorey",""
"15052","012-1-50-2","Casuarina glauca","Understorey",""
"15053","012-1-50-2","Hydrocotyle peduncularis","Understorey",""
"15054","012-1-50-2","Solanum nigrum","Understorey",""
"15055","012-1-50-2","Solanum pungetium","Understorey",""
"15056","012-1-50-2","Pittosporum undulatum","Understorey",""
"15057","012-1-50-2","Asteraceae sp.","Understorey",""
"15058","012-1-50-2","Glycine clandestina","Understorey",""
"15059","012-1-50-2","Pratia purpurascens","Understorey",""
"15060","012-1-50-2","Marsdenia suaveolens","Understorey",""
"15061","012-1-50-2","Ficinia nodusa","Understorey",""
"15062","012-1-50-2","Carpobrotus glaucescens","Understorey",""
"15063","012-1-50-2","Hibbertia linearis","Understorey",""
"15064","012-1-50-2","Crassula sieberana","Understorey",""
"15065","012-1-50-2","Dianella caerulea","Understorey",""
"15066","012-1-50-2","Gahnia sp.","Understorey",""
"15067","012-1-51-1","Casuarina glauca","Overstorey",""
"15068","012-1-51-1","Eucalyptus botryoides","Overstorey",""
"15069","012-1-51-1","Banksia integrifolia","Mid Storey",""
"15070","012-1-51-1","Hydrocotyle bonariensis","Understorey",""
"15071","012-1-51-1","Imperata cylindrica var. major","Understorey",""
"15072","012-1-51-1","Desmodium varians","Understorey",""
"15073","012-1-51-1","Galium propinquum","Understorey",""
"15074","012-1-51-1","Stephania japonica var. discolor","Understorey",""
"15075","012-1-51-1","Lomandra longifolia","Understorey",""
"15076","012-1-51-1","Oplismenus aemulus","Understorey",""
"15077","012-1-51-1","Marsdenia rostrata","Understorey",""
"15078","012-1-51-1","Pittosporum undulatum","Understorey",""
"15079","012-1-51-1","Entolasia marginata","Understorey",""
"15080","012-1-51-1","Senecio bipinnatisectus","Understorey",""
"15081","012-1-51-1","Senecio minimus","Understorey",""
"15082","012-1-51-1","Lepidosperma concavum","Understorey",""
"15083","012-1-51-1","Eucalyptus sp.","Understorey","seedling"
"15084","012-1-51-1","Casuarina glauca","Understorey",""
"15085","012-1-51-1","Poranthera microphylla","Understorey",""
"15086","012-1-51-1","Hibbertia scandens","Understorey",""
"15087","012-1-51-1","Acacia implexa","Understorey",""
"15088","012-1-51-1","Anagallis arvensis","Understorey",""
"15089","012-1-51-1","Baumea juncea","Understorey",""
"15090","012-1-51-1","Pteridium esculentum","Understorey",""
"15091","012-1-51-1","Parsonsia straminea","Understorey",""
"15092","012-1-51-1","Lomandra filiformis subsp. filiformis","Understorey",""
"15093","012-1-51-1","Lagenifera stipitata","Understorey",""
"15094","012-1-51-1","Asteraceae sp.","Understorey",""
"15095","012-1-51-1","Banksia integrifolia","Understorey",""
"15096","012-1-51-1","Glycine tabacina","Understorey",""
"15097","012-1-51-1","Geranium homeanum","Understorey",""
"15098","012-1-51-1","Breynia oblongifolia","Understorey",""
"15099","012-1-51-1","Corybas sp.","Understorey",""
"15100","012-1-51-1","Pterostylis sp.","Understorey",""
"15101","012-1-51-1","Oxalis sp.","Understorey",""
"15102","012-1-51-1","Glycine clandestina","Understorey",""
"15103","012-1-51-1","Monotoca elliptica","Understorey",""
"15104","012-1-51-1","Veronica calycina","Understorey",""
"15105","012-1-51-1","Leucopogon parviflorus","Understorey",""
"15106","012-1-51-1","Chrysanthemoides monilifera","Understorey",""
"15107","012-1-51-1","Leucopogon lanceolatus","Understorey",""
"15108","012-1-51-1","Cyperus gracilis","Understorey",""
"15109","012-1-51-1","Hibbertia linearis","Understorey",""
"15110","012-1-51-1","Dichondra repens","Understorey",""
"15111","012-1-51-2","Eucalyptus botryoides","Overstorey",""
"15112","012-1-51-2","Banksia integrifolia","Mid Storey",""
"15113","012-1-51-2","Eucalyptus botryoides","Mid Storey",""
"15114","012-1-51-2","Lomandra longifolia","Understorey",""
"15115","012-1-51-2","Gomphocarpus fruticosus","Understorey",""
"15116","012-1-51-2","Marsdenia rostrata","Understorey",""
"15117","012-1-51-2","Glycine tabacina","Understorey",""
"15118","012-1-51-2","Imperata cylindrica var. major","Understorey",""
"15119","012-1-51-2","Hydrocotyle bonariensis","Understorey",""
"15120","012-1-51-2","Banksia integrifolia","Understorey",""
"15121","012-1-51-2","Entolasia marginata","Understorey",""
"15122","012-1-51-2","Baumea juncea","Understorey",""
"15123","012-1-51-2","Pteridium esculentum","Understorey",""
"15124","012-1-51-2","Monotoca elliptica","Understorey",""
"15125","012-1-51-2","Desmodium varians","Understorey",""
"15126","012-1-51-2","Stephania japonica var. discolor","Understorey",""
"15127","012-1-51-2","Chrysanthemoides monilifera","Understorey",""
"15128","012-1-51-2","Hibbertia scandens","Understorey",""
"15129","012-1-51-2","Oplismenus aemulus","Understorey",""
"15130","012-1-51-2","Viola hederacea","Understorey",""
"15131","012-1-51-2","Microlaena stipoides var. stipoides","Understorey",""
"15132","012-1-51-2","Echinopogon ovatus","Understorey",""
"15133","012-1-51-2","Dichondra repens","Understorey",""
"15134","012-1-51-2","Veronica calycina","Understorey",""
"15135","012-1-51-2","Poranthera microphylla","Understorey",""
"15136","012-1-51-2","Pterostylis sp.","Understorey",""
"15137","012-1-51-2","Asteraceae sp.","Understorey",""
"15138","012-1-51-2","Entolasia stricta","Understorey",""
"15139","012-1-51-2","Pittosporum undulatum","Understorey",""
"15140","012-1-51-2","Zoysia macrantha","Understorey",""
"15141","012-1-51-2","Galium propinquum","Understorey",""
"15142","012-1-51-2","Geranium homeanum","Understorey",""
"15143","012-1-51-2","Dianella caerulea","Understorey",""
"15144","012-1-51-2","Anagallis arvensis","Understorey",""
"15145","012-1-51-2","Notelaea ovata","Understorey",""
"15146","012-1-52-1","Acacia longifolia","Mid Storey",""
"15147","012-1-52-1","Banksia serrata","Mid Storey",""
"15148","012-1-52-1","Monotoca elliptica","Understorey",""
"15149","012-1-52-1","Pteridium esculentum","Understorey",""
"15150","012-1-52-1","Lomandra longifolia","Understorey",""
"15151","012-1-52-1","Hibbertia scandens","Understorey",""
"15152","012-1-52-1","Helichrysum elatum","Understorey",""
"15153","012-1-52-1","Acacia longifolia","Understorey",""
"15154","012-1-52-1","Microlaena stipoides var. stipoides","Understorey",""
"15155","012-1-52-1","Elaeocarpus reticulatus","Understorey",""
"15156","012-1-52-1","Hardenbergia violacea","Understorey",""
"15157","012-1-52-1","Desmodium rhytidophyllum","Understorey",""
"15158","012-1-52-1","Kennedia rubicunda","Understorey",""
"15159","012-1-52-1","Dianella caerulea","Understorey",""
"15160","012-1-52-1","Poa labillardieri","Understorey",""
"15161","012-1-52-1","Entolasia marginata","Understorey",""
"15162","012-1-52-1","Glycine tabacina","Understorey",""
"15163","012-1-52-1","Glycine clandestina","Understorey",""
"15164","012-1-52-1","Desmodium varians","Understorey",""
"15165","012-1-52-1","Notelaea ovata","Understorey",""
"15166","012-1-52-1","Galium propinquum","Understorey",""
"15167","012-1-52-1","Marsdenia rostrata","Understorey",""
"15168","012-1-52-1","Cissus hypoglauca","Understorey",""
"15169","012-1-52-1","Schelhammera undulata","Understorey",""
"15170","012-1-52-1","Imperata cylindrica var. major","Understorey",""
"15172","012-1-52-1","Entolasia stricta","Understorey",""
"15173","012-1-52-1","Billardiera scandens","Understorey",""
"15174","012-1-52-1","Gonocarpus teucrioides","Understorey",""
"15175","012-1-52-1","Hibbertia linearis","Understorey",""
"15176","012-1-52-1","Persoonia linearis","Understorey",""
"15177","012-1-52-1","Chrysanthemoides monilifera","Understorey",""
"15178","012-1-52-2","Eucalyptus pilularis","Overstorey",""
"15179","012-1-52-2","Acacia longifolia","Mid Storey",""
"15180","012-1-52-2","Banksia serrata","Mid Storey",""
"15181","012-1-52-2","Monotoca elliptica","Understorey",""
"15183","012-1-52-2","Lomandra longifolia","Understorey",""
"15184","012-1-52-2","Hibbertia scandens","Understorey",""
"15185","012-1-52-2","Acacia longifolia","Understorey",""
"15186","012-1-52-2","Microlaena stipoides var. stipoides","Understorey",""
"15187","012-1-52-2","Elaeocarpus reticulatus","Understorey",""
"15188","012-1-52-2","Desmodium rhytidophyllum","Understorey",""
"15189","012-1-52-2","Kennedia rubicunda","Understorey",""
"15190","012-1-52-2","Dianella caerulea","Understorey",""
"15191","012-1-52-2","Entolasia marginata","Understorey",""
"15192","012-1-52-2","Glycine tabacina","Understorey",""
"15193","012-1-52-2","Glycine clandestina","Understorey",""
"15194","012-1-52-2","Schelhammera undulata","Understorey",""
"15195","012-1-52-2","Imperata cylindrica var. major","Understorey",""
"15196","012-1-52-2","Entolasia stricta","Understorey",""
"15197","012-1-52-2","Gonocarpus teucrioides","Understorey",""
"15198","012-1-52-2","Chrysanthemoides monilifera","Understorey",""
"15199","012-1-52-2","Banksia serrata","Understorey",""
"15200","012-1-52-2","Lagenifera stipitata","Understorey",""
"15201","012-1-52-2","Acianthus sp.","Understorey",""
"15202","012-1-52-2","Pteridium esculentum","Understorey",""
"15203","012-1-52-2","Acacia sp.","Understorey","seedling"
"15204","012-1-52-2","Casuarina sp.","Understorey",""
"15205","012-1-52-2","Dichondra repens","Understorey",""
"15206","012-1-52-2","Leucopogon lanceolatus","Understorey",""
"15207","012-1-53-1","Pteridium esculentum","Understorey",""
"15208","012-1-53-1","Lomandra longifolia","Understorey",""
"15209","012-1-53-1","Hibbertia scandens","Understorey",""
"15210","012-1-53-1","Zoysia macrantha","Understorey",""
"15211","012-1-53-1","Stephania japonica var. discolor","Understorey",""
"15212","012-1-53-1","Eustrephus latifolius","Understorey",""
"15213","012-1-53-1","Imperata cylindrica var. major","Understorey",""
"15214","012-1-53-1","Monotoca elliptica","Understorey",""
"15215","012-1-53-1","Poa labillardieri","Understorey",""
"15216","012-1-53-1","Geranium homeanum","Understorey",""
"15217","012-1-53-1","Banksia integrifolia","Understorey",""
"15218","012-1-53-1","Oplismenus aemulus","Understorey",""
"15219","012-1-53-1","Glycine clandestina","Understorey",""
"15220","012-1-53-1","Acacia longifolia","Understorey",""
"15221","012-1-53-1","Breynia oblongifolia","Understorey",""
"15222","012-1-53-1","Leucopogon lanceolatus","Understorey",""
"15223","012-1-53-1","Glycine tabacina","Understorey",""
"15224","012-1-53-1","Poranthera microphylla","Understorey",""
"15225","012-1-53-1","Chrysanthemoides monilifera","Understorey",""
"15226","012-1-53-1","Eucalyptus sp.","Understorey","seedling"
"15227","012-1-53-1","Leptospermum laevigatum","Understorey",""
"15228","012-1-53-1","Microlaena stipoides var. stipoides","Understorey",""
"15229","012-1-53-1","Lagenifera stipitata","Understorey",""
"15230","012-1-53-1","Senecio minimus","Understorey",""
"15231","012-1-53-1","Pterostylis sp.","Understorey",""
"15232","012-1-53-1","Rhagodia candolleana subsp. candolleana","Understorey",""
"15233","012-1-53-1","Anagallis arvensis","Understorey",""
"15234","012-1-53-1","Desmodium varians","Understorey",""
"15235","012-1-53-2","Eucalyptus botryoides","Mid Storey",""
"15236","012-1-53-2","Acacia longifolia","Mid Storey",""
"15237","012-1-53-2","Pteridium esculentum","Understorey",""
"15238","012-1-53-2","Lomandra longifolia","Understorey",""
"15239","012-1-53-2","Hibbertia scandens","Understorey",""
"15241","012-1-53-2","Stephania japonica var. discolor","Understorey",""
"15242","012-1-53-2","Eustrephus latifolius","Understorey",""
"15243","012-1-53-2","Imperata cylindrica var. major","Understorey",""
"15244","012-1-53-2","Monotoca elliptica","Understorey",""
"15246","012-1-53-2","Geranium homeanum","Understorey",""
"15247","012-1-53-2","Banksia integrifolia","Understorey",""
