"id","visit_code","species","abundance","recapture","sex","age_cohort","trap_type","trap_number","tissue"
"20432","142-1-43-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20433","142-1-43-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20436","142-1-44-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20437","142-1-44-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"20438","142-1-44-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20448","142-1-49-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20451","142-1-50-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","No"
"20452","142-1-50-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","No"
"20453","142-1-50-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","No"
"20455","142-1-50-3","Antechinus stuartii",1,"Yes","","","Elliott","3","Yes"
"20456","142-1-50-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20462","142-1-51-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"20479","142-1-56-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"20480","142-1-56-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"20485","142-1-56-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","No"
"20490","142-1-57-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"20493","142-1-58-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"20496","142-1-59-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20497","142-1-59-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","2","No"
"20498","142-1-60-1","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","5","Yes"
"20502","142-1-60-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20505","142-1-61-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"20507","142-1-62-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","No"
"20509","142-1-62-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","3","Yes"
"20519","142-2-2-1","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","2","Yes"
"20520","142-2-2-1","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","3","Yes"
"20521","142-2-2-1","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","7","Yes"
"20523","142-2-2-2","Antechinus stuartii",1,"Yes","","","Elliott","2","Yes"
"20524","142-2-2-2","Antechinus stuartii",1,"","","","Elliott","10",""
"20525","142-2-2-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","4","No"
"20527","142-2-4-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20528","142-2-4-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","3","No"
"20529","142-2-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"20530","142-2-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","No"
"20531","142-1-64-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20533","142-1-64-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"20534","142-1-64-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20535","142-1-50-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"20536","142-1-50-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","No"
"20538","142-2-7-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","4","No"
"20541","142-2-12-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"20542","142-2-12-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"20548","142-4-1-1","Antechinus stuartii",1,"No","","Adult","Small Cage","3","No"
"20549","142-4-1-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"20568","142-4-C-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","No"
"20577","142-6-12-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"20578","142-6-12-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"20579","142-6-12-3","Antechinus stuartii",1,"Yes","","","Elliott","6",""
"20581","142-6-30-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"20582","142-6-30-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20583","142-6-30-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20586","142-6-42-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"20587","142-6-42-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20591","142-6-42-2","Antechinus stuartii",1,"Yes","","","Elliott","8",""
"20602","142-6-54A-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"20608","142-6-64-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20610","142-6-64-3","Antechinus stuartii",1,"Yes","","","Elliott","10",""
"20612","142-6-109-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","No"
"20616","142-6-109-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20618","142-6-109-3","Antechinus stuartii",1,"Yes","","","Elliott","3",""
"20622","142-6-115-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"20623","142-6-115-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"20625","142-6-144-1","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","4","Yes"
"20628","142-6-149-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"20629","142-6-149-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"20630","142-6-149-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","2","No"
"20631","142-6-149-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","4","No"
"20632","142-6-149-3","Antechinus stuartii",1,"Yes","","","Elliott","1","No"
"20633","142-6-157-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"20634","142-6-157-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"20635","142-6-157-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"20636","142-6-157-2","Antechinus stuartii",1,"Yes","","","Elliott","1",""
"20637","142-6-157-2","Antechinus stuartii",1,"Yes","","","Elliott","4",""
"20639","142-6-157-3","Antechinus stuartii",1,"Yes","","","Elliott","7",""
"20642","142-7-1-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20647","142-7-1-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","8","No"
"20654","142-7-20-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20658","142-7-44-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"20668","142-7-46-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"20674","142-7-73-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20678","142-7-82-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20681","142-7-84-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"20685","142-8-2-1","Antechinus stuartii",1,"","","","Elliott","1",""
"20691","142-8-17-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"20696","142-8-17-2","Antechinus stuartii",1,"Yes","","","Elliott","9",""
"20701","142-8-17-3","Antechinus stuartii",1,"Yes","","","Elliott","9",""
"20706","142-8-32-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20708","142-8-41-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"20709","142-8-41-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"20710","142-8-41-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"20712","142-8-41-2","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","3","Yes"
"20714","142-8-41-2","Antechinus stuartii",1,"Yes","","","Elliott","7",""
"20715","142-8-41-2","Antechinus stuartii",1,"Yes","","","Elliott","10",""
"20717","142-8-41-3","Antechinus stuartii",1,"No","Female","Juvenile","Elliott","3","Yes"
"20718","142-8-41-3","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","4","Yes"
"20719","142-8-41-3","Antechinus stuartii",1,"Yes","","","Elliott","5",""
"20720","142-8-41-3","Antechinus stuartii",1,"Yes","","","Elliott","6",""
"20721","142-8-41-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20730","142-9-3-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","No"
"20734","142-9-3-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20760","142-10-5-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"20762","142-10-12-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"20763","142-10-12-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","7","No"
"20765","142-10-12-3","Antechinus stuartii",1,"No","Female","Juvenile","Elliott","7","Yes"
"20779","142-10-71-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"20780","142-10-71-3","Antechinus stuartii",1,"Yes","","","Elliott","6",""
"20803","142-12-A-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20402","142-1-9-3","Cercartetus nanus",1,"No","Male","Adult","Elliott","2","No"
"20499","142-1-60-1","Cercartetus nanus",1,"No","Male","Adult","Elliott","8","No"
"20500","142-1-60-2","Cercartetus nanus",1,"Yes","Male","Adult","Elliott","7","No"
"20501","142-1-60-3","Cercartetus nanus",1,"Yes","Male","Adult","Elliott","3","No"
"20643","142-7-1-2","Pseudomys gracilicaudatus",1,"No","Male","Adult","Small Cage","4","Yes"
"20646","142-7-1-3","Pseudomys gracilicaudatus",1,"Yes","Female","Adult","Elliott","7","No"
"20662","142-7-46-1","Pseudomys gracilicaudatus",1,"No","Female","Adult","Elliott","7","Yes"
"20664","142-7-46-2","Pseudomys gracilicaudatus",1,"Yes","Female","Adult","Elliott","5","No"
"20667","142-7-46-3","Pseudomys gracilicaudatus",1,"Yes","Female","Adult","Elliott","7","No"
"20669","142-7-46-3","Pseudomys gracilicaudatus",1,"No","Male","Juvenile","Elliott","10","Yes"
"20414","142-1-25-2","Perameles nasuta",1,"No","Male","Adult","Small Cage","4","Yes"
"20651","142-7-20-2","Perameles nasuta",1,"No","Female","Adult","Small Cage","5","Yes"
"20724","142-9-1-1","Perameles nasuta",1,"No","Male","Adult","Large Cage","6","Yes"
"20725","142-9-1-2","Perameles nasuta",1,"No","Male","Adult","Large Cage","6","Yes"
"20768","142-10-17-2","Perameles nasuta",1,"No","","Adult","Large Cage","6","No"
"20408","142-1-10-3","Rattus fuscipes",1,"No","Female","Adult","Small Cage","3","Yes"
"20409","142-1-25-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","Yes"
"20411","142-1-25-2","Rattus fuscipes",1,"Yes","","","Elliott","2","No"
"20412","142-1-25-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","4","Yes"
"20413","142-1-25-2","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","5","Yes"
"20415","142-1-25-3","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","5","Yes"
"20416","142-1-25-3","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","9","Yes"
"20420","142-1-41-1","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","1","No"
"20421","142-1-41-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","4","No"
"20422","142-1-41-2","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","3","Yes"
"20423","142-1-41-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","Yes"
"20425","142-1-41-2","Rattus fuscipes",1,"Yes","Female","Adult","Small Cage","4","No"
"20426","142-1-41-3","Rattus fuscipes",1,"Yes","Female","Juvenile","Elliott","2","No"
"20427","142-1-41-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","4","Yes"
"20428","142-1-41-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","9","Yes"
"20430","142-1-41-3","Rattus fuscipes",1,"Yes","Female","Adult","Small Cage","2","No"
"20439","142-1-44-1","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","10","Yes"
"20458","142-1-51-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","No"
"20460","142-1-51-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","Yes"
"20461","142-1-51-3","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","3","Yes"
"20464","142-1-53-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","Yes"
"20466","142-1-54-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"20467","142-1-54-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","Yes"
"20469","142-1-54-2","Rattus fuscipes",1,"Yes","Male","Adult","Elliott","5","No"
"20470","142-1-54-2","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","6","No"
"20471","142-1-54-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","8","Yes"
"20481","142-1-56-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","6","Yes"
"20482","142-1-56-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","8","Yes"
"20483","142-1-56-1","Rattus fuscipes",1,"No","Male","Adult","Small Cage","5","Yes"
"20506","142-1-61-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","7","No"
"20508","142-1-62-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","9","No"
"20510","142-1-62-2","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","9","Yes"
"20512","142-1-62-3","Rattus fuscipes",1,"Yes","","","Elliott","9",""
"20547","142-4-1-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","4","No"
"20550","142-4-1-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","Yes"
"20551","142-4-1-2","Rattus fuscipes",1,"Yes","","","Elliott","4","No"
"20553","142-4-1-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","No"
"20554","142-4-1-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","No"
"20555","142-4-1-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","3","No"
"20556","142-4-1-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","7","No"
"20557","142-4-1-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","9","No"
"20560","142-4-24-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","4","Yes"
"20562","142-4-B-2","Rattus fuscipes",1,"No","","Adult","Elliott","2","No"
"20563","142-4-B-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","8","Yes"
"20564","142-4-B-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","Yes"
"20565","142-4-B-2","Rattus fuscipes",1,"No","Female","Subadult","Small Cage","3","Yes"
"20566","142-4-B-2","Rattus fuscipes",1,"No","Female","Adult","Small Cage","5","Yes"
"20567","142-4-B-3","Rattus fuscipes",1,"Yes","","","Elliott","7",""
"20570","142-4-C-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"20572","142-4-C-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","8","Yes"
"20573","142-4-C-3","Rattus fuscipes",1,"Yes","","","Elliott","4",""
"20574","142-4-C-3","Rattus fuscipes",1,"Yes","","","Elliott","9",""
"20580","142-6-12-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","10","Yes"
"20585","142-6-30-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","Yes"
"20588","142-6-42-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","Yes"
"20589","142-6-42-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","Yes"
"20590","142-6-42-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","6","Yes"
"20592","142-6-42-3","Rattus fuscipes",1,"Yes","","","Elliott","9",""
"20593","142-6-42-3","Rattus fuscipes",1,"Yes","","","Small Cage","2",""
"20603","142-6-54A-3","Rattus fuscipes",1,"Yes","","","Elliott","4",""
"20604","142-6-54A-3","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","5","Yes"
"20606","142-6-54A-3","Rattus fuscipes",1,"Yes","","","Elliott","10",""
"20607","142-6-64-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","No"
"20609","142-6-64-2","Rattus fuscipes",1,"Yes","","","Elliott","10",""
"20611","142-6-109-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","No"
"20614","142-6-109-2","Rattus fuscipes",1,"Yes","","","Elliott","3",""
"20615","142-6-109-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","8","Yes"
"20617","142-6-109-3","Rattus fuscipes",1,"Yes","","","Elliott","2",""
"20620","142-6-115-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","8","Yes"
"20624","142-6-115-3","Rattus fuscipes",1,"Yes","Female","Adult","Small Cage","4","No"
"20638","142-6-157-2","Rattus fuscipes",1,"Yes","","","Elliott","6",""
"20640","142-7-1-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","9","No"
"20641","142-7-1-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","4","Yes"
"20644","142-7-1-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","Yes"
"20645","142-7-1-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","4","Yes"
"20652","142-7-20-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"20653","142-7-20-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","6","Yes"
"20656","142-7-44-1","Rattus fuscipes",1,"No","Male","Adult","Small Cage","2","No"
"20657","142-7-44-2","Rattus fuscipes",1,"","","","Elliott","3",""
"20660","142-7-46-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"20663","142-7-46-2","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","1","Yes"
"20666","142-7-46-3","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","3","No"
"20680","142-7-82-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","Yes"
"20684","142-8-2-1","Rattus fuscipes",1,"No","Female","","Elliott","1",""
"20686","142-8-2-2","Rattus fuscipes",1,"Yes","","","Elliott","1",""
"20687","142-8-2-2","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","3","Yes"
"20689","142-8-2-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","Yes"
"20692","142-8-17-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","7","Yes"
"20693","142-8-17-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","8","Yes"
"20695","142-8-17-2","Rattus fuscipes",1,"Yes","","","Elliott","7",""
"20698","142-8-17-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"20699","142-8-17-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","4","Yes"
"20700","142-8-17-3","Rattus fuscipes",1,"Yes","","","Elliott","7",""
"20702","142-8-32-1","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","2","Yes"
"20703","142-8-32-2","Rattus fuscipes",1,"Yes","Female","Juvenile","Elliott","4","No"
"20704","142-8-32-3","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","2","Yes"
"20707","142-8-41-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","Yes"
"20713","142-8-41-2","Rattus fuscipes",1,"Yes","","","Elliott","5",""
"20722","142-8-41-3","Rattus fuscipes",1,"Yes","","","Small Cage","2",""
"20727","142-9-3-1","Rattus fuscipes",1,"No","","","Elliott","3","No"
"20728","142-9-3-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","5","No"
"20729","142-9-3-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","6","No"
"20731","142-9-3-1","Rattus fuscipes",1,"","","","Elliott","8",""
"20732","142-9-3-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"20733","142-9-3-2","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","5","Yes"
"20735","142-9-3-2","Rattus fuscipes",1,"Yes","Male","Adult","Elliott","10","Yes"
"20736","142-9-3-2","Rattus fuscipes",1,"Yes","Male","Adult","Small Cage","4","Yes"
"20737","142-9-3-2","Rattus fuscipes",1,"No","Male","Adult","Small Cage","5",""
"20738","142-9-3-3","Rattus fuscipes",1,"","","Adult","Elliott","5",""
"20739","142-9-3-3","Rattus fuscipes",1,"Yes","","","Elliott","6",""
"20740","142-9-3-3","Rattus fuscipes",1,"Yes","","","Elliott","7",""
